subject;Age;Gender;task_order;training_performance;experimental_condition;stimulus_identity;Outcome_1_Pos_Neg;Outcome_1_Good_Bad;Outcome_1_Pleasant_Unpleasant;Outcome_1_Like_Dislike;Target_1_Pos_Neg;Target_1_Good_Bad;Target_1_Pleasant_Unpleasant;Target_1_Like_Dislike;Outcome_2_Pos_Neg;Outcome_2_Good_Bad;Outcome_2_Pleasant_Unpleasant;Outcome_2_Like_Dislike;Target_2_Pos_Neg;Target_2_Good_Bad;Target_2_Pleasant_Unpleasant;Target_2_Like_Dislike;Mean_Outcome_1;Mean_Outcome_2;Mean_Target_1;Mean_Target_2;OEC_Effect;IR_Effect;Transformed_OEC_Effect;Transformed_IR_Effect;Intentions_1_3_response;Intentions_2_4_response;stim_1_confidence;stim_2_confidence;stim_3_confidence;stim_4_confidence;Demand_response;Demand_recoded;reactance_question_1;reactance_question_2;believability_question_1;believability_question_2;IAT_D2;IAT_order;Reverse_Scored_IAT_D2;Transformed_IAT_D2
       96;26;M;Implicits First;Pass;CC;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good; 3; 3; 3; 3; 3; 3; 3; 3;-3;-3;-3;-3;-3;-3;-3;-3; 3,00;-3,00; 3,00;-3,00;  6,00; 6,00; -6,00; -6,00;I would try Brand 1;I would try Brand 2; 4; 3; 3; 4;What I learned during the experiment;Not Demand Compliant;yes;2;yes;5=I moderately believed it; 0,03379888;Learning_Inconsistent_First;-0,03379888; 0,03379888
       98;34;M;Explicits First;Pass;AQ;Outcome_1_Target_1_Good_Outcome_2_Target_2_Bad;-1;-1; 0; 0;-1;-1;-1;-1;-1;-1;-1;-2; 0; 0; 1; 0;-0,50;-1,25;-1,00; 0,25;  0,75;-1,25;  0,75; -1,25;I would try neither Brand;I would try neither Brand;-1;-1;-2; 1;I don't know why I evaluated the items as I did;Not Demand Compliant;yes;6;no;NA; 0,26294940;Learning_Inconsistent_First;-0,26294940;-0,26294940
       99;22;M;Implicits First;Fail;AQ;Outcome_1_Target_1_Good_Outcome_2_Target_2_Bad; 0; 0; 0; 0; 2; 0; 0; 2; 1; 0; 1; 1;-1; 0;-1; 0; 0,00; 0,75; 1,00;-0,50; -0,75; 1,50; -0,75;  1,50;I would try Brand 3;I would try Brand 2; 1; 1; 1; 1;I based my ratings on some some factor that was not what I learned or what the experimenter wanted me to do;Not Demand Compliant;no;NA;yes;5=I moderately believed it; 0,66807453;Learning_Consistent_First; 0,66807453; 0,66807453
      102;29;M;Explicits First;Pass;AQ;Outcome_1_Target_1_Good_Outcome_2_Target_2_Bad; 0; 0; 0; 0; 0; 0; 0; 0;-1;-1;-1;-1; 0; 0; 0; 0; 0,00;-1,00; 0,00; 0,00;  1,00; 0,00;  1,00;  0,00;I don't know;I would try Brand 2; 5; 5; 5; 5;I based my ratings on some some factor that was not what I learned or what the experimenter wanted me to do;Not Demand Compliant;yes;1=I did not resist your attempts to influence how I felt at all;no;NA; 0,47419732;Learning_Inconsistent_First;-0,47419732;-0,47419732
      103;30;M;Implicits First;Pass;AQ;Outcome_1_Target_1_Good_Outcome_2_Target_2_Bad; 4; 4; 4; 4; 4; 4; 4; 4;-3;-3;-3;-3;-4;-4;-4;-4; 4,00;-3,00; 4,00;-4,00;  7,00; 8,00;  7,00;  8,00;I would try Brand 1;I would try Brand 2; 3; 5; 4; 4;What I learned during the experiment;Not Demand Compliant;yes;2;yes;5=I moderately believed it; 0,61520178;Learning_Consistent_First; 0,61520178; 0,61520178
      104;30;F;Implicits First;Fail;AQ;Outcome_1_Target_1_Good_Outcome_2_Target_2_Bad; 0; 0; 0; 0;-3;-3;-3;-3; 0; 0; 0;-1; 3; 3; 3; 3; 0,00;-0,25;-3,00; 3,00;  0,25;-6,00;  0,25; -6,00;I would try Brand 3;I would try Brand 2; 0;-3; 0; 3;What I learned during the experiment;Not Demand Compliant;yes;5=I slightly resisted your attempts to influence how I felt;no;NA; 0,90827829;Learning_Inconsistent_First;-0,90827829;-0,90827829
      105;22;M;Explicits First;Pass;CC;Outcome_1_Target_1_Good_Outcome_2_Target_2_Bad;-2;-2;-2;-2; 0; 0; 0; 0; 2; 1; 1; 1; 1; 1; 1; 4;-2,00; 1,25; 0,00; 1,75; -3,25;-1,75; -3,25; -1,75;I would try Brand 3;I would try Brand 4; 3; 3; 2; 5;I based my ratings on some some factor that was not what I learned or what the experimenter wanted me to do;Not Demand Compliant;no;NA;yes;7; 0,75713440;Learning_Consistent_First; 0,75713440; 0,75713440
      110;26;M;Explicits First;Pass;CC;Outcome_1_Target_1_Good_Outcome_2_Target_2_Bad;-2;-3;-2;-2; 0; 0; 0; 0; 3; 3; 2; 3; 1; 1; 1; 1;-2,25; 2,75; 0,00; 1,00; -5,00;-1,00; -5,00; -1,00;I would try Brand 3;I would try Brand 4; 3;-3; 4;-1;What I learned during the experiment;Not Demand Compliant;no;NA;no;NA; 0,06012493;Learning_Inconsistent_First;-0,06012493;-0,06012493
      111;27;F;Implicits First;Pass;CC;Outcome_1_Target_1_Good_Outcome_2_Target_2_Bad;-5;-5;-5;-5; 0; 0; 0; 0; 5; 5; 5; 5; 0; 0; 0; 0;-5,00; 5,00; 0,00; 0,00;-10,00; 0,00;-10,00;  0,00;I would try Brand 3;I would try neither Brand; 5;-5; 5;-5;What I learned during the experiment;Not Demand Compliant;yes;1=I did not resist your attempts to influence how I felt at all;yes;5=I moderately believed it;-0,52441086;Learning_Consistent_First;-0,52441086;-0,52441086
      112;23;M;Implicits First;Pass;CC;Outcome_1_Target_1_Good_Outcome_2_Target_2_Bad; 0;-1; 0; 0; 1; 1; 1; 1; 0; 0; 2; 2;-1;-1;-1;-2;-0,25; 1,00; 1,00;-1,25; -1,25; 2,25; -1,25;  2,25;I would try Brand 3;I would try Brand 2; 2; 4; 2; 3;I don't know why I evaluated the items as I did;Not Demand Compliant;yes;3;yes;4; 0,17360986;Learning_Inconsistent_First;-0,17360986;-0,17360986
      114;29;M;Explicits First;Pass;AQ;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good;-3;-3;-3;-3;-3;-2;-3;-3; 3; 3; 3; 3; 3; 3; 3; 3;-3,00; 3,00;-2,75; 3,00; -6,00;-5,75;  6,00;  5,75;I would try Brand 3;I would try Brand 4; 5; 4; 5; 4;What I learned during the experiment;Not Demand Compliant;no;NA;yes;9=I very strongly believed it; 0,54799918;Learning_Inconsistent_First;-0,54799918; 0,54799918
      116;21;F;Implicits First;Pass;AQ;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good; 3; 3; 3; 4; 2; 2; 2;-2; 2;-4;-4;-4; 2; 1; 2; 1; 3,25;-2,50; 1,00; 1,50;  5,75;-0,50; -5,75;  0,50;I would try Brand 1;I would try Brand 4; 1;-2; 3;-3;I based my ratings on some some factor that was not what I learned or what the experimenter wanted me to do;Not Demand Compliant;yes;5=I slightly resisted your attempts to influence how I felt;yes;7;-0,43886285;Learning_Inconsistent_First; 0,43886285;-0,43886285
      117;32;F;Explicits First;Pass;AQ;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good; 0;-2; 0; 0; 0; 0; 0; 0; 4; 4; 4; 4; 4; 4; 4; 4;-0,50; 4,00; 0,00; 4,00; -4,50;-4,00;  4,50;  4,00;I would try Brand 3;I would try Brand 4; 0; 0; 2; 2;What I learned during the experiment;Not Demand Compliant;yes;2;no;NA; 0,31647702;Learning_Consistent_First; 0,31647702;-0,31647702
      118;20;M;Explicits First;Pass;AQ;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good;-2;-4;-4;-2;-2;-3;-2;-2; 3; 3; 3; 1; 1; 2; 2; 2;-3,00; 2,50;-2,25; 1,75; -5,50;-4,00;  5,50;  4,00;I would try Brand 3;I would try Brand 4; 2; 2; 2; 2;What I learned during the experiment;Not Demand Compliant;yes;1=I did not resist your attempts to influence how I felt at all;yes;5=I moderately believed it; 0,25912419;Learning_Inconsistent_First;-0,25912419; 0,25912419
      119;32;M;Implicits First;Pass;AQ;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good;-5;-5;-5;-5;-3;-3;-3;-3; 4; 4; 4; 4;-1;-1;-1;-1;-5,00; 4,00;-3,00;-1,00; -9,00;-2,00;  9,00;  2,00;I would try Brand 3;I would try Brand 4; 5; 4; 5; 2;What I learned during the experiment;Not Demand Compliant;yes;5=I slightly resisted your attempts to influence how I felt;no;NA; 0,77377523;Learning_Consistent_First; 0,77377523;-0,77377523
      120;19;F;Implicits First;Pass;AQ;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good;-3;-3;-3;-3;-3;-3;-3;-3; 3; 3; 3; 3; 3; 3; 3; 3;-3,00; 3,00;-3,00; 3,00; -6,00;-6,00;  6,00;  6,00;I would try Brand 3;I would try Brand 4;-2;-2; 2; 2;What I thought the experimenter wanted me to say;Demand Compliant;yes;1=I did not resist your attempts to influence how I felt at all;no;NA;-0,31949497;Learning_Inconsistent_First; 0,31949497;-0,31949497
      121;33;M;Explicits First;Pass;CC;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0,00; 0,00; 0,00; 0,00;  0,00; 0,00;  0,00;  0,00;I don't know;I would try neither Brand; 0; 0; 0; 0;I based my ratings on some some factor that was not what I learned or what the experimenter wanted me to do;Not Demand Compliant;no;NA;yes;5=I moderately believed it; 0,27432975;Learning_Consistent_First; 0,27432975;-0,27432975
      122;27;F;Explicits First;Pass;CC;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good; 1; 2; 0; 2; 3; 2; 2; 2;-2;-2;-1; 2;-1;-1; 0; 0; 1,25;-0,75; 2,25;-0,50;  2,00; 2,75; -2,00; -2,75;I would try neither Brand;I would try Brands 2 and 4;-2; 2; 1; 0;What I thought the experimenter wanted me to say;Demand Compliant;yes;5=I slightly resisted your attempts to influence how I felt;no;NA; 0,07127939;Learning_Inconsistent_First;-0,07127939; 0,07127939
      123;27;M;Implicits First;Pass;CC;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good; 0; 0; 0; 0;-1;-1;-1;-1; 0; 0; 0; 0; 1; 1; 1; 1; 0,00; 0,00;-1,00; 1,00;  0,00;-2,00;  0,00;  2,00;I would try neither Brand;I would try neither Brand; 1; 2; 1; 1;I don't know why I evaluated the items as I did;Not Demand Compliant;no;NA;yes;9=I very strongly believed it;-0,09874746;Learning_Consistent_First;-0,09874746; 0,09874746
      124;30;M;Implicits First;Pass;CC;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good;-2;-2;-2;-2; 0; 0; 0; 0; 1; 1; 1; 0; 0; 0; 0; 0;-2,00; 0,75; 0,00; 0,00; -2,75; 0,00;  2,75;  0,00;I would try Brand 3;I would try neither Brand; 3; 3; 3; 3;What I learned during the experiment;Not Demand Compliant;yes;1=I did not resist your attempts to influence how I felt at all;no;NA; 0,38964762;Learning_Inconsistent_First;-0,38964762; 0,38964762
      127;20;M;Implicits First;Pass;CC;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good; 2; 2; 2; 2; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 2,00; 0,00; 0,00; 0,00;  2,00; 0,00; -2,00;  0,00;I would try Brand 1;I would try Brand 4; 5; 5; 5; 5;I based my ratings on some some factor that was not what I learned or what the experimenter wanted me to do;Not Demand Compliant;yes;7;no;NA;-0,17028854;Learning_Consistent_First;-0,17028854; 0,17028854
      128;28;F;Implicits First;Pass;CC;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good; 4; 4; 4; 0; 4; 4; 4; 4; 4; 4; 4; 4; 4; 0; 4; 4; 3,00; 4,00; 4,00; 3,00; -1,00; 1,00;  1,00; -1,00;I would try Brand 3;I would try neither Brand;-1;-1;-1;-1;I don't know why I evaluated the items as I did;Not Demand Compliant;no;NA;no;NA;-0,51473549;Learning_Inconsistent_First; 0,51473549;-0,51473549
      129;26;M;Explicits First;Pass;AQ;Outcome_1_Target_1_Good_Outcome_2_Target_2_Bad; 3; 3; 3; 3; 2; 2; 2; 2;-3;-3;-3;-3;-2;-2;-2;-2; 3,00;-3,00; 2,00;-2,00;  6,00; 4,00;  6,00;  4,00;I would try Brand 1;I would try Brand 2; 2; 2; 2; 2;What I learned during the experiment;Not Demand Compliant;yes;4;no;NA; 0,59789727;Learning_Consistent_First; 0,59789727; 0,59789727
      131;26;M;Implicits First;Fail;AQ;Outcome_1_Target_1_Good_Outcome_2_Target_2_Bad; 1;-1;-1;-1; 1;-1;-1; 2;-1;-1;-1;-1;-2;-1;-1; 2;-0,50;-1,00; 0,25;-0,50;  0,50; 0,75;  0,50;  0,75;I would try Brand 3;I would try Brand 4; 2; 1; 1; 1;I based my ratings on some some factor that was not what I learned or what the experimenter wanted me to do;Not Demand Compliant;no;NA;yes;8; 0,30198233;Learning_Consistent_First; 0,30198233; 0,30198233
      133;25;F;Explicits First;Pass;AQ;Outcome_1_Target_1_Good_Outcome_2_Target_2_Bad; 5; 5; 5; 5; 5; 5; 5; 5;-3;-3;-3;-3; 5;-3;-3;-3; 5,00;-3,00; 5,00;-1,00;  8,00; 6,00;  8,00;  6,00;I would try Brand 1;I would try Brand 2; 5; 5; 5; 0;What I learned during the experiment;Not Demand Compliant;yes;5=I slightly resisted your attempts to influence how I felt;no;NA; 0,10270724;Learning_Consistent_First; 0,10270724; 0,10270724
      135;33;F;Implicits First;Pass;AQ;Outcome_1_Target_1_Good_Outcome_2_Target_2_Bad; 5; 5; 5; 5; 2; 2; 2; 2;-5;-5;-5;-5;-1;-1;-1;-1; 5,00;-5,00; 2,00;-1,00; 10,00; 3,00; 10,00;  3,00;I would try Brand 1;I would try Brand 2; 5; 5; 5; 5;What I learned during the experiment;Not Demand Compliant;yes;5=I slightly resisted your attempts to influence how I felt;no;NA;-0,43356114;Learning_Consistent_First;-0,43356114;-0,43356114
      138;32;M;Explicits First;Pass;CC;Outcome_1_Target_1_Good_Outcome_2_Target_2_Bad; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0,00; 0,00; 0,00; 0,00;  0,00; 0,00;  0,00;  0,00;I would try Brand 1;I don't know; 0; 0; 0; 0;I don't know why I evaluated the items as I did;Not Demand Compliant;yes;5=I slightly resisted your attempts to influence how I felt;no;NA; 0,04476332;Learning_Inconsistent_First;-0,04476332;-0,04476332
      139;33;M;Implicits First;Pass;CC;Outcome_1_Target_1_Good_Outcome_2_Target_2_Bad; 5; 5; 5; 5; 5; 5; 5; 5; 5; 5; 5; 5; 5; 5; 5; 5; 5,00; 5,00; 5,00; 5,00;  0,00; 0,00;  0,00;  0,00;I would try Brand 3;I would try Brand 2; 5; 5; 5; 5;What I learned during the experiment;Not Demand Compliant;no;NA;no;NA; 0,63290508;Learning_Consistent_First; 0,63290508; 0,63290508
      141;33;M;Explicits First;Pass;CC;Outcome_1_Target_1_Good_Outcome_2_Target_2_Bad; 0; 0; 0; 0; 2; 2; 2; 2; 0; 0; 0; 0; 2; 2; 2; 2; 0,00; 0,00; 2,00; 2,00;  0,00; 0,00;  0,00;  0,00;I don't know;I would try Brands 2 and 4; 0; 5; 0; 5;What I learned during the experiment;Not Demand Compliant;yes;6;no;NA; 0,29029850;Learning_Consistent_First; 0,29029850; 0,29029850
      143;38;M;Implicits First;Pass;CC;Outcome_1_Target_1_Good_Outcome_2_Target_2_Bad; 4; 4; 4; 5; 4; 5; 4; 4; 0; 0; 0; 0; 0; 0; 0; 0; 4,25; 0,00; 4,25; 0,00;  4,25; 4,25;  4,25;  4,25;I would try Brand 1;I would try Brand 2; 4; 4; 3; 0;What I learned during the experiment;Not Demand Compliant;yes;7;yes;5=I moderately believed it; 0,57533969;Learning_Consistent_First; 0,57533969; 0,57533969
      145;38;M;Explicits First;Pass;AQ;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0,00; 0,00; 0,00; 0,00;  0,00; 0,00;  0,00;  0,00;I would try Brands 1 and 3;I would try Brands 2 and 4; 5; 5; 5; 5;What I learned during the experiment;Not Demand Compliant;yes;5=I slightly resisted your attempts to influence how I felt;no;NA; 0,29872298;Learning_Consistent_First; 0,29872298;-0,29872298
      147;20;F;Implicits First;Pass;AQ;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good;-5;-5;-4;-5; 5;-5; 5;-4; 5; 5; 5; 5; 3;-5;-5; 4;-4,75; 5,00; 0,25;-0,75; -9,75; 1,00;  9,75; -1,00;I would try Brand 3;I would try Brand 4; 3; 3; 3; 3;What I learned during the experiment;Not Demand Compliant;yes;4;no;NA;-0,33651069;Learning_Consistent_First;-0,33651069; 0,33651069
      149;33;F;Explicits First;Pass;AQ;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good; 5; 5; 5; 5;-2;-2;-2;-2; 2;-1; 2; 2; 2; 2; 2; 2; 5,00; 1,25;-2,00; 2,00;  3,75;-4,00; -3,75;  4,00;I would try Brand 1;I would try Brand 4; 5; 3; 2; 2;What I learned during the experiment;Not Demand Compliant;yes;1=I did not resist your attempts to influence how I felt at all;yes;5=I moderately believed it; 0,16962531;Learning_Consistent_First; 0,16962531;-0,16962531
      150;18;M;Explicits First;Pass;AQ;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good; 3;-2; 2;-2; 1; 1; 1; 1; 2;-2;-2;-2; 1; 1; 1; 1; 0,25;-1,00; 1,00; 1,00;  1,25; 0,00; -1,25;  0,00;I would try Brand 3;I would try Brands 2 and 4; 5; 3; 5; 2;I based my ratings on some some factor that was not what I learned or what the experimenter wanted me to do;Not Demand Compliant;yes;6;no;NA; 0,60909454;Learning_Inconsistent_First;-0,60909454; 0,60909454
      151;39;M;Implicits First;Pass;AQ;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good;-5;-5;-5;-5;-3;-3;-3;-3; 5; 5; 5; 5; 3; 3; 3; 3;-5,00; 5,00;-3,00; 3,00;-10,00;-6,00; 10,00;  6,00;I would try Brand 3;I would try Brand 4; 5;-3; 5; 3;What I learned during the experiment;Not Demand Compliant;yes;5=I slightly resisted your attempts to influence how I felt;no;NA;-0,21082062;Learning_Consistent_First;-0,21082062; 0,21082062
      153;29;F;Explicits First;Pass;CC;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good; 0;-1;-1;-2; 0; 0; 0; 0; 0; 0; 0; 0;-1;-1;-2;-1;-1,00; 0,00; 0,00;-1,25; -1,00; 1,25;  1,00; -1,25;I would try Brand 3;I would try Brand 4; 4; 4; 4; 4;I don't know why I evaluated the items as I did;Not Demand Compliant;yes;1=I did not resist your attempts to influence how I felt at all;no;NA; 0,20990125;Learning_Consistent_First; 0,20990125;-0,20990125
  6136792;22;F;Implicits First;Pass;AQ;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good;-3;-3;-3;-3;-3;-3;-3;-3; 3; 3; 3; 3; 3; 3; 3; 3;-3,00; 3,00;-3,00; 3,00; -6,00;-6,00;  6,00;  6,00;I would try Brand 3;I would try Brand 4; 2; 2; 2; 2;What I learned during the experiment;Not Demand Compliant;yes;4;no;NA; 0,12044369;Learning_Inconsistent_First;-0,12044369; 0,12044369
230832027;25;M;Implicits First;Pass;CC;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good;-2;-2;-2;-2; 2; 2; 2; 2; 1; 1; 1; 1;-1;-1;-1;-1;-2,00; 1,00; 2,00;-1,00; -3,00; 3,00;  3,00; -3,00;I would try neither Brand;I would try neither Brand; 3; 2; 1; 0;What I learned during the experiment;Not Demand Compliant;yes;5=I slightly resisted your attempts to influence how I felt;no;NA; 0,23477978;Learning_Consistent_First; 0,23477978;-0,23477978
426868661;30;F;Explicits First;Pass;AQ;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0,00; 0,00; 0,00; 0,00;  0,00; 0,00;  0,00;  0,00;I would try Brands 1 and 3;I would try Brands 2 and 4; 5; 5; 5; 5;I based my ratings on some some factor that was not what I learned or what the experimenter wanted me to do;Not Demand Compliant;yes;3;no;NA; 0,34314403;Learning_Consistent_First; 0,34314403;-0,34314403
442487679;34;F;Implicits First;Pass;CC;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good; 1; 1; 1; 1; 0; 0; 0; 0; 2; 2; 2; 2; 0; 0; 0; 0; 1,00; 2,00; 0,00; 0,00; -1,00; 0,00;  1,00;  0,00;I would try neither Brand;I would try Brand 4; 5; 0; 5; 0;I based my ratings on some some factor that was not what I learned or what the experimenter wanted me to do;Not Demand Compliant;no;NA;no;NA; 0,10848127;Learning_Consistent_First; 0,10848127;-0,10848127
470389932;33;M;Implicits First;Pass;CC;Outcome_1_Target_1_Good_Outcome_2_Target_2_Bad;-1;-1;-1;-1;-2;-2;-2;-2; 2; 2; 2; 2; 2; 2; 2; 2;-1,00; 2,00;-2,00; 2,00; -3,00;-4,00; -3,00; -4,00;I would try Brands 1 and 3;I would try Brands 2 and 4; 1;-2; 2;-3;What I learned during the experiment;Not Demand Compliant;yes;3;no;NA; 0,63791694;Learning_Inconsistent_First;-0,63791694;-0,63791694
489059492;21;M;Implicits First;Pass;AQ;Outcome_1_Target_1_Good_Outcome_2_Target_2_Bad; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0,00; 0,00; 0,00; 0,00;  0,00; 0,00;  0,00;  0,00;I would try Brands 1 and 3;I would try Brands 2 and 4; 4; 4; 4; 4;I based my ratings on some some factor that was not what I learned or what the experimenter wanted me to do;Not Demand Compliant;yes;5=I slightly resisted your attempts to influence how I felt;no;NA;-0,29198691;Learning_Inconsistent_First; 0,29198691; 0,29198691
563770584;33;M;Implicits First;Pass;AQ;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good;-1;-1;-1;-1;-1;-1;-1;-1; 1; 2; 1; 1; 1; 5; 1; 1;-1,00; 1,25;-1,00; 2,00; -2,25;-3,00;  2,25;  3,00;I would try Brand 3;I would try Brand 4; 2; 5; 2; 2;What I learned during the experiment;Not Demand Compliant;no;NA;no;NA; 0,77193240;Learning_Inconsistent_First;-0,77193240; 0,77193240
761884654;18;M;Explicits First;Pass;CC;Outcome_1_Target_1_Good_Outcome_2_Target_2_Bad; 4; 0; 0; 0; 5; 2; 5; 5; 0;-4; 4; 5; 5; 3; 5; 5; 1,00; 1,25; 4,25; 4,50; -0,25;-0,25; -0,25; -0,25;I would try Brand 3;I would try Brand 2; 3;-3; 3;-2;I based my ratings on some some factor that was not what I learned or what the experimenter wanted me to do;Not Demand Compliant;yes;3;no;NA;-0,53071595;Learning_Inconsistent_First; 0,53071595; 0,53071595
934322159;27;F;Implicits First;Pass;CC;Outcome_1_Target_1_Good_Outcome_2_Target_2_Bad; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0,00; 0,00; 0,00; 0,00;  0,00; 0,00;  0,00;  0,00;I don't know;I don't know; 0; 0; 0; 0;I based my ratings on some some factor that was not what I learned or what the experimenter wanted me to do;Not Demand Compliant;yes;1=I did not resist your attempts to influence how I felt at all;no;NA; 0,44228269;Learning_Consistent_First; 0,44228269; 0,44228269
