subject;Age;Gender;task_order;training_performance;experimental_condition;stimulus_identity;Outcome_1_Pos_Neg;Outcome_1_Good_Bad;Outcome_1_Pleasant_Unpleasant;Outcome_1_Like_Dislike;Target_1_Pos_Neg;Target_1_Good_Bad;Target_1_Pleasant_Unpleasant;Target_1_Like_Dislike;Outcome_2_Pos_Neg;Outcome_2_Good_Bad;Outcome_2_Pleasant_Unpleasant;Outcome_2_Like_Dislike;Target_2_Pos_Neg;Target_2_Good_Bad;Target_2_Pleasant_Unpleasant;Target_2_Like_Dislike;Mean_Outcome_1;Mean_Outcome_2;Mean_Target_1;Mean_Target_2;OEC_Effect;IR_Effect;Transformed_OEC_Effect;Transformed_IR_Effect;Intentions_1_3_response;Intentions_2_4_response;stim_1_confidence;stim_2_confidence;stim_3_confidence;stim_4_confidence;Demand_response;Demand_recoded;reactance_question_1;reactance_question_2;believability_question_1;believability_question_2;IAT_D2;IAT_order;Reverse_Scored_IAT_D2;Transformed_IAT_D2
 95;33;M;Implicits First;Pass;EX;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good;-1;-1;-1;-1; 1; 1; 1; 3; 2; 1; 1; 2;-1;-1;-1;-1;-1,00; 1,50; 1,50;-1,00; -2,50;  2,50; 2,50;-2,50;I would try Brand 3;I would try Brand 2; 2; 2; 2; 2;What I learned during the experiment;Not Demand Compliant;yes;1=I did not resist your attempts to influence how I felt at all;yes;9=I very strongly believed it; 0,111114359;Learning_Consistent_First; 0,111114359;-0,111114359
 96;24;F;Implicits First;Pass;EX;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good;-3;-3;-2;-2;-2;-2;-3;-3; 2; 2; 2; 2; 1; 1; 1; 1;-2,50; 2,00;-2,50; 1,00; -4,50; -3,50; 4,50; 3,50;I would try Brand 3;I would try Brand 4; 3; 2; 3; 2;What I learned during the experiment;Not Demand Compliant;yes;2;no;NA; 0,276762565;Learning_Inconsistent_First;-0,276762565; 0,276762565
 99;31;F;Implicits First;Pass;AQ;Outcome_1_Target_1_Good_Outcome_2_Target_2_Bad; 0; 0; 0; 0; 1; 1; 1; 1; 0; 0; 0; 0; 1; 1; 1; 0; 0,00; 0,00; 1,00; 0,75;  0,00;  0,25; 0,00; 0,25;I would try Brand 1;I would try Brand 2; 1; 0; 1; 0;What I learned during the experiment;Not Demand Compliant;yes;4;no;NA; 0,056514233;Learning_Consistent_First; 0,056514233; 0,056514233
100;22;F;Implicits First;Pass;AQ;Outcome_1_Target_1_Good_Outcome_2_Target_2_Bad; 1; 2; 1; 1; 0;-1;-1;-1;-1;-1;-1;-1; 1; 1; 1; 1; 1,25;-1,00;-0,75; 1,00;  2,25; -1,75; 2,25;-1,75;I would try Brand 1;I would try Brands 2 and 4; 2; 2; 2; 3;I don't know why I evaluated the items as I did;Not Demand Compliant;yes;3;no;NA;-0,034668496;Learning_Inconsistent_First; 0,034668496; 0,034668496
103;29;F;Implicits First;Pass;AQ;Outcome_1_Target_1_Good_Outcome_2_Target_2_Bad; 3; 4; 4; 4; 2; 2; 2; 2;-2;-2;-2;-2; 3; 3; 3; 3; 3,75;-2,00; 2,00; 3,00;  5,75; -1,00; 5,75;-1,00;I would try Brand 1;I would try Brand 4; 4; 2; 4; 4;I don't know why I evaluated the items as I did;Not Demand Compliant;yes;5=I slightly resisted your attempts to influence how I felt;yes;7;-0,120630841;Learning_Consistent_First;-0,120630841;-0,120630841
104;25;M;Implicits First;Pass;AQ;Outcome_1_Target_1_Good_Outcome_2_Target_2_Bad; 0; 0; 0; 0; 1; 1; 1; 1;-2;-2;-2;-2;-2;-2;-2;-2; 0,00;-2,00; 1,00;-2,00;  2,00;  3,00; 2,00; 3,00;I would try neither Brand;I would try Brand 2; 2; 3; 2; 0;What I thought the experimenter wanted me to say;Demand Compliant;yes;2;no;NA;-0,246908291;Learning_Inconsistent_First; 0,246908291; 0,246908291
106;37;M;Explicits First;Pass;EX;Outcome_1_Target_1_Good_Outcome_2_Target_2_Bad; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0,00; 0,00; 0,00; 0,00;  0,00;  0,00; 0,00; 0,00;I would try Brands 1 and 3;I would try Brands 2 and 4; 5; 5; 5; 5;I based my ratings on some some factor that was not what I learned or what the experimenter wanted me to do;Not Demand Compliant;yes;1=I did not resist your attempts to influence how I felt at all;no;NA;-0,188203372;Learning_Inconsistent_First; 0,188203372; 0,188203372
107;36;F;Implicits First;Pass;EX;Outcome_1_Target_1_Good_Outcome_2_Target_2_Bad; 2; 3; 2; 3; 0; 1; 0; 1;-1;-1; 0; 0;-2;-2;-2;-2; 2,50;-0,50; 0,50;-2,00;  3,00;  2,50; 3,00; 2,50;I would try Brand 1;I would try Brand 4;-1;-1;-1; 2;I based my ratings on some some factor that was not what I learned or what the experimenter wanted me to do;Not Demand Compliant;yes;5=I slightly resisted your attempts to influence how I felt;no;NA; 0,489127212;Learning_Consistent_First; 0,489127212; 0,489127212
108;29;M;Implicits First;Pass;EX;Outcome_1_Target_1_Good_Outcome_2_Target_2_Bad; 2; 2; 2; 2; 1; 1; 1; 2;-2;-2;-4;-2;-1;-1;-1;-1; 2,00;-2,50; 1,25;-1,00;  4,50;  2,25; 4,50; 2,25;I would try Brand 1;I would try Brand 2;-1;-3;-2;-3;What I learned during the experiment;Not Demand Compliant;yes;4;no;NA; 0,288748535;Learning_Inconsistent_First;-0,288748535;-0,288748535
111;20;F;Implicits First;Pass;EX;Outcome_1_Target_1_Good_Outcome_2_Target_2_Bad; 2; 2; 2; 2; 0; 0; 0; 0;-2;-2; 0;-2; 0; 0; 0; 0; 2,00;-1,50; 0,00; 0,00;  3,50;  0,00; 3,50; 0,00;I would try Brand 1;I would try neither Brand; 3; 0; 3; 0;What I learned during the experiment;Not Demand Compliant;yes;5=I slightly resisted your attempts to influence how I felt;no;NA; 0,413948510;Learning_Consistent_First; 0,413948510; 0,413948510
113;28;M;Explicits First;Pass;AQ;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good; 2; 2;-2; 2; 2; 1; 1; 0; 2; 3; 2; 0; 1; 2; 2; 3; 1,00; 1,75; 1,00; 2,00; -0,75; -1,00; 0,75; 1,00;I don't know;I would try Brand 4; 2; 1; 3; 1;What I learned during the experiment;Not Demand Compliant;no;NA;no;NA; 0,381152930;Learning_Consistent_First; 0,381152930;-0,381152930
115;30;F;Implicits First;Pass;AQ;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good; 2; 2; 2; 2; 0; 0; 0; 0;-1;-1;-1;-1; 0; 0; 0; 0; 2,00;-1,00; 0,00; 0,00;  3,00;  0,00;-3,00; 0,00;I would try Brands 1 and 3;I would try Brands 2 and 4;-2;-2;-2; 0;I don't know why I evaluated the items as I did;Not Demand Compliant;yes;5=I slightly resisted your attempts to influence how I felt;yes;3; 0,036491502;Learning_Consistent_First; 0,036491502;-0,036491502
117;20;F;Explicits First;Pass;AQ;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good;-4;-4;-3;-3; 3;-2; 2;-2; 4; 3; 4; 4; 2; 3; 2; 3;-3,50; 3,75; 0,25; 2,50; -7,25; -2,25; 7,25; 2,25;I would try Brand 3;I would try Brand 4; 4; 3; 4; 2;What I learned during the experiment;Not Demand Compliant;yes;7;yes;7; 0,235298464;Learning_Consistent_First; 0,235298464;-0,235298464
118;20;M;Explicits First;Pass;AQ;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good;-5;-5;-5;-5; 0; 0; 0; 0; 5; 5; 5; 5; 0; 0; 0; 0;-5,00; 5,00; 0,00; 0,00;-10,00;  0,00;10,00; 0,00;I would try neither Brand;I would try neither Brand; 1; 5; 5; 5;What I learned during the experiment;Not Demand Compliant;yes;4;no;NA; 0,288275060;Learning_Inconsistent_First;-0,288275060; 0,288275060
119;31;F;Implicits First;Pass;AQ;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0,00; 0,00; 0,00; 0,00;  0,00;  0,00; 0,00; 0,00;I would try neither Brand;I would try neither Brand; 3; 3; 3; 3;I don't know why I evaluated the items as I did;Not Demand Compliant;yes;5=I slightly resisted your attempts to influence how I felt;no;NA; 0,474927897;Learning_Consistent_First; 0,474927897;-0,474927897
120;25;M;Implicits First;Pass;AQ;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good; 2; 1; 1; 1; 1;-2; 1; 1; 1; 0;-1; 1; 0; 0; 1; 2; 1,25; 0,25; 0,25; 0,75;  1,00; -0,50;-1,00; 0,50;I would try Brand 3;I would try Brand 4; 1; 1; 0; 1;I don't know why I evaluated the items as I did;Not Demand Compliant;yes;4;no;NA; 0,488254037;Learning_Inconsistent_First;-0,488254037; 0,488254037
124;24;F;Implicits First;Pass;EX;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good;-4;-3;-4;-2;-3;-2;-4;-1; 4; 2; 4; 4; 1; 3; 4; 3;-3,25; 3,50;-2,50; 2,75; -6,75; -5,25; 6,75; 5,25;I would try Brands 1 and 3;I would try Brands 2 and 4; 3; 1; 3; 1;I based my ratings on some some factor that was not what I learned or what the experimenter wanted me to do;Not Demand Compliant;yes;3;no;NA; 0,065323707;Learning_Inconsistent_First;-0,065323707; 0,065323707
125;29;F;Explicits First;Pass;EX;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0,00; 0,00; 0,00; 0,00;  0,00;  0,00; 0,00; 0,00;I would try neither Brand;I would try Brands 2 and 4; 5; 5; 5; 5;I based my ratings on some some factor that was not what I learned or what the experimenter wanted me to do;Not Demand Compliant;yes;5=I slightly resisted your attempts to influence how I felt;no;NA; 0,346869849;Learning_Consistent_First; 0,346869849;-0,346869849
131;22;M;Implicits First;Pass;AQ;Outcome_1_Target_1_Good_Outcome_2_Target_2_Bad;-2; 3; 3; 2; 2; 2; 2;-3; 0;-3; 0;-2;-2;-3;-2; 3; 1,50;-1,25; 0,75;-1,00;  2,75;  1,75; 2,75; 1,75;I would try neither Brand;I would try Brand 4; 0; 0;-1; 0;I don't know why I evaluated the items as I did;Not Demand Compliant;yes;3;yes;5=I moderately believed it; 0,747580609;Learning_Consistent_First; 0,747580609; 0,747580609
132;28;M;Implicits First;Fail;AQ;Outcome_1_Target_1_Good_Outcome_2_Target_2_Bad;-4;-5;-4; 0;-4;-4; 0; 0;-4;-4;-4;-4; 3; 4; 4; 4;-3,25;-4,00;-2,00; 3,75;  0,75; -5,75; 0,75;-5,75;I would try neither Brand;I would try Brand 4;-3;-3;-3; 4;I based my ratings on some some factor that was not what I learned or what the experimenter wanted me to do;Not Demand Compliant;yes;7;yes;7; 0,066301745;Learning_Inconsistent_First;-0,066301745;-0,066301745
133;20;M;Explicits First;Fail;AQ;Outcome_1_Target_1_Good_Outcome_2_Target_2_Bad; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0,00; 0,00; 0,00; 0,00;  0,00;  0,00; 0,00; 0,00;I would try neither Brand;I would try Brands 2 and 4;-1;-2; 2; 3;I based my ratings on some some factor that was not what I learned or what the experimenter wanted me to do;Not Demand Compliant;no;NA;no;NA; 0,058650671;Learning_Consistent_First; 0,058650671; 0,058650671
134;33;F;Explicits First;Fail;AQ;Outcome_1_Target_1_Good_Outcome_2_Target_2_Bad; 2;-1; 2; 2; 2; 0; 3;-2; 0; 2; 2; 2; 4; 2; 3; 1; 1,25; 1,50; 0,75; 2,50; -0,25; -1,75;-0,25;-1,75;I would try neither Brand;I would try Brands 2 and 4; 3; 1; 2;-1;I don't know why I evaluated the items as I did;Not Demand Compliant;yes;6;yes;4; 0,111721199;Learning_Inconsistent_First;-0,111721199;-0,111721199
137;36;F;Explicits First;Pass;EX;Outcome_1_Target_1_Good_Outcome_2_Target_2_Bad; 2; 2; 1; 2; 0; 0; 1; 0;-3;-3;-2;-3; 0; 0;-1;-1; 1,75;-2,75; 0,25;-0,50;  4,50;  0,75; 4,50; 0,75;I don't know;I don't know; 1; 0;-3;-2;What I learned during the experiment;Not Demand Compliant;yes;4;yes;5=I moderately believed it; 0,077409032;Learning_Consistent_First; 0,077409032; 0,077409032
139;34;F;Implicits First;Pass;EX;Outcome_1_Target_1_Good_Outcome_2_Target_2_Bad; 4; 3; 4; 4; 3; 4; 2; 3; 3; 3; 2; 2; 4; 4; 4; 4; 3,75; 2,50; 3,00; 4,00;  1,25; -1,00; 1,25;-1,00;I would try Brand 1;I would try Brand 2; 4; 4; 4; 4;What I learned during the experiment;Not Demand Compliant;no;NA;yes;9=I very strongly believed it; 0,292583134;Learning_Consistent_First; 0,292583134; 0,292583134
140;29;F;Implicits First;Pass;EX;Outcome_1_Target_1_Good_Outcome_2_Target_2_Bad; 2; 2; 2; 2; 0; 0; 0; 0;-3;-3;-3;-3; 0; 0; 0; 0; 2,00;-3,00; 0,00; 0,00;  5,00;  0,00; 5,00; 0,00;I would try neither Brand;I would try neither Brand; 0; 0; 0; 0;I don't know why I evaluated the items as I did;Not Demand Compliant;no;NA;no;NA; 0,327228397;Learning_Inconsistent_First;-0,327228397;-0,327228397
142;27;M;Explicits First;Pass;EX;Outcome_1_Target_1_Good_Outcome_2_Target_2_Bad; 4; 4; 4; 4; 4; 4; 4; 5;-3;-3;-3;-3;-2;-2;-2;-3; 4,00;-3,00; 4,25;-2,25;  7,00;  6,50; 7,00; 6,50;I would try Brand 1;I would try Brand 2; 5; 5; 5; 4;What I learned during the experiment;Not Demand Compliant;yes;3;no;NA; 0,115397815;Learning_Inconsistent_First;-0,115397815;-0,115397815
147;22;F;Implicits First;Pass;AQ;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good; 1; 2; 2; 2; 2; 2; 3; 3;-2;-2; 0; 0; 0;-2;-2;-2; 1,75;-1,00; 2,50;-1,50;  2,75;  4,00;-2,75;-4,00;I would try Brand 3;I would try Brand 4; 1; 3; 2; 0;What I learned during the experiment;Not Demand Compliant;yes;5=I slightly resisted your attempts to influence how I felt;no;NA; 0,085991642;Learning_Consistent_First; 0,085991642;-0,085991642
150;34;F;Explicits First;Pass;AQ;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good;-3;-5; 5;-3;-2;-2;-2;-2; 5; 5; 5; 5; 2; 2; 2; 2;-1,50; 5,00;-2,00; 2,00; -6,50; -4,00; 6,50; 4,00;I would try Brand 3;I would try Brand 4; 5; 1; 5; 2;What I learned during the experiment;Not Demand Compliant;yes;3;yes;7;-0,004281082;Learning_Inconsistent_First; 0,004281082;-0,004281082
152;35;M;Implicits First;Fail;AQ;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0,00; 0,00; 0,00; 0,00;  0,00;  0,00; 0,00; 0,00;I would try neither Brand;I would try neither Brand; 5; 5; 5; 5;I based my ratings on some some factor that was not what I learned or what the experimenter wanted me to do;Not Demand Compliant;yes;9=I very strongly resisted your attempts to influence how I felt;no;NA; 0,197046882;Learning_Inconsistent_First;-0,197046882; 0,197046882
153;31;M;Explicits First;Pass;EX;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good; 2; 2; 2; 2; 2; 1; 1; 2; 2; 2; 2; 2; 0; 0; 0; 0; 2,00; 2,00; 1,50; 0,00;  0,00;  1,50; 0,00;-1,50;I would try Brand 3;I would try Brand 4; 4; 3; 4; 3;I based my ratings on some some factor that was not what I learned or what the experimenter wanted me to do;Not Demand Compliant;yes;3;no;NA;-0,149158293;Learning_Consistent_First;-0,149158293; 0,149158293
155;20;M;Implicits First;Pass;EX;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good;-2;-2;-2;-2; 0; 0; 0; 0; 4; 5; 2;-5; 0; 0; 0; 0;-2,00; 1,50; 0,00; 0,00; -3,50;  0,00; 3,50; 0,00;I would try Brand 3;I would try Brand 2; 5; 5; 5; 5;What I learned during the experiment;Not Demand Compliant;yes;1=I did not resist your attempts to influence how I felt at all;yes;9=I very strongly believed it; 0,770697645;Learning_Consistent_First; 0,770697645;-0,770697645
156;30;F;Implicits First;Pass;EX;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good;-3;-3;-2;-3;-2;-2;-2;-2; 2; 2; 2; 2; 2; 2; 2; 2;-2,75; 2,00;-2,00; 2,00; -4,75; -4,00; 4,75; 4,00;I would try Brand 3;I would try Brand 4;-3;-3; 3; 3;What I learned during the experiment;Not Demand Compliant;no;NA;no;NA; 0,457780485;Learning_Inconsistent_First;-0,457780485; 0,457780485
157;37;F;Explicits First;Pass;EX;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good;-5;-5;-5;-5;-1;-1;-1;-2; 0; 0; 0; 0; 0; 0; 0; 0;-5,00; 0,00;-1,25; 0,00; -5,00; -1,25; 5,00; 1,25;I would try Brand 3;I would try Brand 4;-3; 0; 0; 0;What I thought the experimenter wanted me to say;Demand Compliant;yes;1=I did not resist your attempts to influence how I felt at all;no;NA;-0,504411925;Learning_Consistent_First;-0,504411925; 0,504411925
158;36;M;Explicits First;Pass;EX;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good;-3;-3;-3;-3;-1;-1;-2;-2; 3; 3; 3; 3; 2; 2; 2; 3;-3,00; 3,00;-1,50; 2,25; -6,00; -3,75; 6,00; 3,75;I would try Brand 3;I would try Brand 4; 3; 2; 3; 3;What I learned during the experiment;Not Demand Compliant;yes;3;yes;6;-0,249271537;Learning_Inconsistent_First; 0,249271537;-0,249271537
159;22;M;Implicits First;Pass;EX;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good;-4;-4;-4;-4;-2;-2;-2; 2; 4; 3; 4; 4; 4; 4; 4; 3;-4,00; 3,75;-1,00; 3,75; -7,75; -4,75; 7,75; 4,75;I would try Brand 3;I would try Brand 4; 2; 2; 3; 4;What I learned during the experiment;Not Demand Compliant;yes;7;yes;8;-0,079552858;Learning_Consistent_First;-0,079552858; 0,079552858
160;27;M;Implicits First;Pass;EX;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good; 1;-1; 1; 1; 0; 1; 0; 0; 3; 0; 1; 0; 0; 0;-1; 0; 0,50; 1,00; 0,25;-0,25; -0,50;  0,50; 0,50;-0,50;I would try neither Brand;I would try neither Brand; 3; 2; 3; 4;I based my ratings on some some factor that was not what I learned or what the experimenter wanted me to do;Not Demand Compliant;yes;6;yes;7;-0,312402781;Learning_Inconsistent_First; 0,312402781;-0,312402781
167;35;M;Implicits First;Pass;AQ;Outcome_1_Target_1_Good_Outcome_2_Target_2_Bad; 2; 2; 2; 2; 0; 0; 0; 0;-2;-2;-2;-2; 0; 0; 0;-2; 2,00;-2,00; 0,00;-0,50;  4,00;  0,50; 4,00; 0,50;I would try Brand 1;I would try Brand 4; 3; 3; 3; 3;What I learned during the experiment;Not Demand Compliant;no;NA;no;NA; 0,512830186;Learning_Consistent_First; 0,512830186; 0,512830186
172;26;F;Implicits First;Pass;EX;Outcome_1_Target_1_Good_Outcome_2_Target_2_Bad;-3;-2;-2;-2; 0; 0; 0; 0;-3;-3;-3;-3; 0; 0; 0; 0;-2,25;-3,00; 0,00; 0,00;  0,75;  0,00; 0,75; 0,00;I would try neither Brand;I would try Brand 4;-1; 0;-1; 0;I based my ratings on some some factor that was not what I learned or what the experimenter wanted me to do;Not Demand Compliant;yes;1=I did not resist your attempts to influence how I felt at all;no;NA;-0,452958908;Learning_Inconsistent_First; 0,452958908; 0,452958908
174;32;F;Explicits First;Fail;EX;Outcome_1_Target_1_Good_Outcome_2_Target_2_Bad; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;-3; 0,00; 0,00; 0,00;-0,75;  0,00;  0,75; 0,00; 0,75;I would try Brand 3;I would try Brand 4; 0; 1; 2; 0;What I thought the experimenter wanted me to say;Demand Compliant;yes;6;no;NA; 0,030894523;Learning_Inconsistent_First;-0,030894523;-0,030894523
175;30;F;Implicits First;Pass;EX;Outcome_1_Target_1_Good_Outcome_2_Target_2_Bad; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0,00; 0,00; 0,00; 0,00;  0,00;  0,00; 0,00; 0,00;I would try Brands 1 and 3;I would try Brands 2 and 4; 5; 5; 5; 5;What I learned during the experiment;Not Demand Compliant;yes;3;no;NA; 0,163860881;Learning_Consistent_First; 0,163860881; 0,163860881
180;23;M;Implicits First;Pass;AQ;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good; 2;-2; 2; 2; 2; 2; 2; 2;-2;-3; 2;-2;-2;-2; 2; 2; 1,00;-1,25; 2,00; 0,00;  2,25;  2,00;-2,25;-2,00;I would try Brands 1 and 3;I would try Brand 4; 0; 0; 0; 0;What I learned during the experiment;Not Demand Compliant;yes;4;no;NA; 0,308234620;Learning_Inconsistent_First;-0,308234620; 0,308234620
182;32;F;Explicits First;Pass;AQ;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good;-4;-4;-4;-4;-5;-4;-4;-4; 5; 4; 4; 4; 3; 3; 4; 3;-4,00; 4,25;-4,25; 3,25; -8,25; -7,50; 8,25; 7,50;I would try Brand 3;I would try Brand 4; 4; 3; 4; 3;What I learned during the experiment;Not Demand Compliant;yes;1=I did not resist your attempts to influence how I felt at all;yes;7; 0,829618497;Learning_Inconsistent_First;-0,829618497; 0,829618497
