subject;Age;Gender;task_order;training_performance;experimental_condition;stimulus_identity;Outcome_1_Pos_Neg;Outcome_1_Good_Bad;Outcome_1_Pleasant_Unpleasant;Outcome_1_Like_Dislike;Target_1_Pos_Neg;Target_1_Good_Bad;Target_1_Pleasant_Unpleasant;Target_1_Like_Dislike;Outcome_2_Pos_Neg;Outcome_2_Good_Bad;Outcome_2_Pleasant_Unpleasant;Outcome_2_Like_Dislike;Target_2_Pos_Neg;Target_2_Good_Bad;Target_2_Pleasant_Unpleasant;Target_2_Like_Dislike;Mean_Outcome_1;Mean_Outcome_2;Mean_Target_1;Mean_Target_2;OEC_Effect;IR_Effect;Transformed_OEC_Effect;Transformed_IR_Effect;Intentions_1_3_response;Intentions_2_4_response;stim_1_confidence;stim_2_confidence;stim_3_confidence;stim_4_confidence;Demand_response;Demand_recoded;reactance_question_1;reactance_question_2;believability_question_1;believability_question_2;IAT_D2;IAT_order;Reverse_Scored_IAT_D2;Transformed_IAT_D2
905546529;25;F;Explicits First;Pass;AQ;Outcome_1_Target_1_Good_Outcome_2_Target_2_Bad; 0; 0; 0; 0; 0; 0; 0; 0; 2; 2; 2; 2; 2; 2; 2; 2; 0,00; 2,00; 0,00; 2,00; -2,00; -2,00;-2,00; -2,00;I would try Brand 3;I would try Brand 4; 2; 1; 2; 2;What I learned during the experiment;Not Demand Compliant;yes;1=I did not resist your attempts to influence how I felt at all;yes;6;-0,55341188;Learning_Consistent_First;-0,55341188;-0,55341188
905546530;24;M;Explicits First;Pass;AQ;Outcome_1_Target_1_Good_Outcome_2_Target_2_Bad; 0; 0; 1; 1; 2; 3; 2; 3; 1; 1; 2; 1;-1; 2; 0; 1; 0,50; 1,25; 2,50; 0,50; -0,75;  2,00;-0,75;  2,00;I would try Brands 1 and 3;I would try Brands 2 and 4; 2; 2; 3; 1;What I thought the experimenter wanted me to say;Demand Compliant;yes;3;yes;5=I moderately believed it; 0,74656730;Learning_Inconsistent_First;-0,74656730;-0,74656730
905546531;34;M;Implicits First;Fail;AQ;Outcome_1_Target_1_Good_Outcome_2_Target_2_Bad;-1;-2;-2;-2; 1; 1; 2; 0; 1; 2; 2;-2; 3; 3; 3; 3;-1,75; 0,75; 1,00; 3,00; -2,50; -2,00;-2,50; -2,00;I would try Brand 3;I would try Brand 4; 1; 1; 1; 1;What I learned during the experiment;Not Demand Compliant;no;NA;yes;5=I moderately believed it; 0,18632722;Learning_Consistent_First; 0,18632722; 0,18632722
905546532;25;M;Implicits First;Fail;AQ;Outcome_1_Target_1_Good_Outcome_2_Target_2_Bad; 2; 1; 2; 2;-2;-1;-2;-2; 0; 1; 1; 0;-1; 1;-2; 1; 1,75; 0,50;-1,75;-0,25;  1,25; -1,50; 1,25; -1,50;I would try Brand 3;I would try Brand 2;-1; 1; 2;-2;What I learned during the experiment;Not Demand Compliant;yes;3;yes;3; 0,34731609;Learning_Inconsistent_First;-0,34731609;-0,34731609
905546533;32;M;Explicits First;Fail;AQ;Outcome_1_Target_1_Good_Outcome_2_Target_2_Bad; 0; 0; 0; 0;-1;-1;-1;-1; 3; 3; 3; 3; 1; 2; 2; 2; 0,00; 3,00;-1,00; 1,75; -3,00; -2,75;-3,00; -2,75;I would try Brand 3;I would try Brand 2; 3; 1; 2; 3;I don't know why I evaluated the items as I did;Not Demand Compliant;yes;3;no;NA; 0,02134001;Learning_Consistent_First; 0,02134001; 0,02134001
905546534;35;M;Explicits First;Pass;AQ;Outcome_1_Target_1_Good_Outcome_2_Target_2_Bad; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 1; 1; 1; 1; 0,00; 0,00; 0,25; 1,00;  0,00; -0,75; 0,00; -0,75;I would try Brands 1 and 3;I would try Brands 2 and 4; 0; 0; 0; 0;I don't know why I evaluated the items as I did;Not Demand Compliant;yes;5=I slightly resisted your attempts to influence how I felt;no;NA; 0,85986929;Learning_Inconsistent_First;-0,85986929;-0,85986929
905546535;25;M;Implicits First;Pass;AQ;Outcome_1_Target_1_Good_Outcome_2_Target_2_Bad; 5; 5; 5; 4; 4; 3; 4; 5;-5;-5;-4;-4;-5;-4;-5;-4; 4,75;-4,50; 4,00;-4,50;  9,25;  8,50; 9,25;  8,50;I would try Brand 1;I would try Brand 2; 4; 5; 5; 5;What I learned during the experiment;Not Demand Compliant;yes;2;no;NA; 0,25439103;Learning_Consistent_First; 0,25439103; 0,25439103
905546537;34;F;Explicits First;Pass;EX;Outcome_1_Target_1_Good_Outcome_2_Target_2_Bad; 5; 5; 5; 5; 2; 2; 2; 2;-5;-5;-5;-5;-5;-3;-5;-3; 5,00;-5,00; 2,00;-4,00; 10,00;  6,00;10,00;  6,00;I would try Brand 1;I would try Brand 2; 5; 0; 5; 5;What I learned during the experiment;Not Demand Compliant;yes;1=I did not resist your attempts to influence how I felt at all;no;NA;-0,15842615;Learning_Consistent_First;-0,15842615;-0,15842615
905546539;30;F;Implicits First;Pass;EX;Outcome_1_Target_1_Good_Outcome_2_Target_2_Bad; 5; 5; 5; 5; 5; 5; 5; 5;-5;-5;-5;-5;-5;-5;-5;-5; 5,00;-5,00; 5,00;-5,00; 10,00; 10,00;10,00; 10,00;I would try Brands 1 and 3;I would try Brands 2 and 4; 1; 5; 1; 5;What I thought the experimenter wanted me to say;Demand Compliant;yes;6;no;NA; 0,06337753;Learning_Consistent_First; 0,06337753; 0,06337753
905546540;34;F;Implicits First;Pass;EX;Outcome_1_Target_1_Good_Outcome_2_Target_2_Bad; 3; 3; 3; 3; 0; 0; 0; 0;-3;-3;-3;-3; 0; 0; 0; 0; 3,00;-3,00; 0,00; 0,00;  6,00;  0,00; 6,00;  0,00;I would try Brand 1;I would try Brand 2; 3; 2; 3; 2;What I learned during the experiment;Not Demand Compliant;yes;5=I slightly resisted your attempts to influence how I felt;no;NA; 0,64062574;Learning_Inconsistent_First;-0,64062574;-0,64062574
905546541;31;M;Explicits First;Pass;EX;Outcome_1_Target_1_Good_Outcome_2_Target_2_Bad; 5; 5; 5; 5; 5; 5; 5; 5;-5;-5;-5;-5;-4;-4;-5;-4; 5,00;-5,00; 5,00;-4,25; 10,00;  9,25;10,00;  9,25;I would try Brand 1;I would try Brand 2; 5; 5;-5;-5;What I learned during the experiment;Not Demand Compliant;yes;5=I slightly resisted your attempts to influence how I felt;yes;9=I very strongly believed it; 0,49741106;Learning_Consistent_First; 0,49741106; 0,49741106
905546543;35;M;Implicits First;Pass;EX;Outcome_1_Target_1_Good_Outcome_2_Target_2_Bad; 2; 1; 2; 2; 2; 1; 2; 2; 5; 1; 2; 3; 1; 0; 3; 2; 1,75; 2,75; 1,75; 1,50; -1,00;  0,25;-1,00;  0,25;I would try Brand 3;I would try Brand 2; 2; 2; 2; 1;What I learned during the experiment;Not Demand Compliant;yes;5=I slightly resisted your attempts to influence how I felt;no;NA; 0,66280818;Learning_Consistent_First; 0,66280818; 0,66280818
905546545;23;F;Explicits First;Pass;AQ;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good;-3;-3;-3;-3;-2;-2;-4;-2; 3; 3; 3; 3; 2; 2; 2; 2;-3,00; 3,00;-2,50; 2,00; -6,00; -4,50; 6,00;  4,50;I would try Brand 3;I would try Brand 4; 5; 5; 5; 5;What I learned during the experiment;Not Demand Compliant;yes;1=I did not resist your attempts to influence how I felt at all;no;NA; 0,04229611;Learning_Consistent_First; 0,04229611;-0,04229611
905546546;37;F;Explicits First;Pass;AQ;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good;-3;-3;-3;-3;-3;-3;-3; 3; 3; 3; 3; 3; 3; 3; 3; 3;-3,00; 3,00;-1,50; 3,00; -6,00; -4,50; 6,00;  4,50;I would try Brands 1 and 3;I would try Brand 2; 3; 3; 3; 4;What I learned during the experiment;Not Demand Compliant;yes;4;no;NA; 0,13696282;Learning_Inconsistent_First;-0,13696282; 0,13696282
905546547;22;M;Implicits First;Pass;AQ;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good;-2;-2;-2;-2; 3; 3; 3; 3; 3; 3; 3; 3; 0; 0; 3; 3;-2,00; 3,00; 3,00; 1,50; -5,00;  1,50; 5,00; -1,50;I would try Brands 1 and 3;I would try neither Brand; 3; 4; 3; 3;I based my ratings on some some factor that was not what I learned or what the experimenter wanted me to do;Not Demand Compliant;yes;5=I slightly resisted your attempts to influence how I felt;no;NA; 0,03821135;Learning_Consistent_First; 0,03821135;-0,03821135
905546548;37;M;Implicits First;Pass;AQ;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good; 0; 0; 0; 0; 0; 0; 0; 0; 1; 1; 1; 1; 1; 1; 1; 1; 0,00; 1,00; 0,00; 1,00; -1,00; -1,00; 1,00;  1,00;I don't know;I would try Brand 4;-1;-1;-1;-1;I don't know why I evaluated the items as I did;Not Demand Compliant;yes;2;no;NA; 0,36577650;Learning_Inconsistent_First;-0,36577650; 0,36577650
905546549;28;M;Explicits First;Pass;AQ;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good;-3;-3;-3;-3; 0; 0; 0; 0; 3; 3; 3; 2; 3; 3; 3; 3;-3,00; 2,75; 0,00; 3,00; -5,75; -3,00; 5,75;  3,00;I would try Brand 3;I would try Brands 2 and 4; 4; 4; 4; 5;I don't know why I evaluated the items as I did;Not Demand Compliant;no;NA;no;NA; 0,40814297;Learning_Consistent_First; 0,40814297;-0,40814297
905546550;36;M;Explicits First;Pass;AQ;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good;-5;-5;-5;-5;-3;-3;-2;-3; 4; 3; 4; 4; 4; 4; 4; 4;-5,00; 3,75;-2,75; 4,00; -8,75; -6,75; 8,75;  6,75;I would try Brand 3;I would try Brand 4; 3; 3; 3; 5;What I learned during the experiment;Not Demand Compliant;yes;7;no;NA; 0,48011861;Learning_Inconsistent_First;-0,48011861; 0,48011861
905546552;37;F;Implicits First;Fail;AQ;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good; 1; 1; 1; 1; 0;-1;-1; 0;-1; 0;-1;-1;-2; 0;-2; 0; 1,00;-0,75;-0,50;-1,00;  1,75;  0,50;-1,75; -0,50;I would try Brands 1 and 3;I would try Brands 2 and 4; 1;-2;-1; 0;I don't know why I evaluated the items as I did;Not Demand Compliant;no;NA;yes;5=I moderately believed it;-0,81119686;Learning_Inconsistent_First; 0,81119686;-0,81119686
905546553;32;F;Explicits First;Fail;EX;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good; 3; 0; 4; 2; 0; 0; 4; 0; 3; 0; 0; 4; 0; 0; 4; 4; 2,25; 1,75; 1,00; 2,00;  0,50; -1,00;-0,50;  1,00;I would try Brand 3;I would try Brand 4; 3; 1; 2; 2;I based my ratings on some some factor that was not what I learned or what the experimenter wanted me to do;Not Demand Compliant;yes;5=I slightly resisted your attempts to influence how I felt;yes;7; 0,17977967;Learning_Consistent_First; 0,17977967;-0,17977967
905546554;29;M;Explicits First;Fail;EX;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good; 1; 1; 1; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1,00; 0,00; 0,00; 0,00;  1,00;  0,00;-1,00;  0,00;I would try neither Brand;I would try Brand 2; 0; 0; 0; 0;I don't know why I evaluated the items as I did;Not Demand Compliant;yes;5=I slightly resisted your attempts to influence how I felt;no;NA;-0,10044695;Learning_Inconsistent_First; 0,10044695;-0,10044695
905546555;24;F;Implicits First;Pass;EX;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good;-1; 0; 0;-1;-1; 0;-1; 0; 0; 0; 0; 0; 0;-1;-1; 0;-0,50; 0,00;-0,50;-0,50; -0,50;  0,00; 0,50;  0,00;I would try neither Brand;I would try neither Brand; 0; 0; 0; 0;What I learned during the experiment;Not Demand Compliant;yes;1=I did not resist your attempts to influence how I felt at all;no;NA; 0,81926524;Learning_Consistent_First; 0,81926524;-0,81926524
905546556;22;F;Implicits First;Pass;EX;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good;-2;-2;-2;-2; 2; 0; 0; 2; 2; 0; 2; 0;-2; 2; 2;-2;-2,00; 1,00; 1,00; 0,00; -3,00;  1,00; 3,00; -1,00;I would try Brand 3;I would try Brands 2 and 4;-1;-1;-1;-2;I don't know why I evaluated the items as I did;Not Demand Compliant;yes;1=I did not resist your attempts to influence how I felt at all;yes;5=I moderately believed it; 0,31060071;Learning_Inconsistent_First;-0,31060071; 0,31060071
905546557;18;F;Explicits First;Pass;EX;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good;-1;-1;-1;-2; 0; 0; 0; 0; 1; 1; 1; 1; 0; 0; 0; 1;-1,25; 1,00; 0,00; 0,25; -2,25; -0,25; 2,25;  0,25;I would try neither Brand;I would try Brand 4; 0; 5;-1;-2;What I learned during the experiment;Not Demand Compliant;yes;3;no;NA; 0,45155835;Learning_Consistent_First; 0,45155835;-0,45155835
905546558;34;F;Explicits First;Pass;EX;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good;-4;-5;-5;-5;-3;-3;-3;-3; 5; 5; 5; 5; 3; 3; 3; 3;-4,75; 5,00;-3,00; 3,00; -9,75; -6,00; 9,75;  6,00;I would try Brand 3;I would try Brand 4; 4; 4; 5; 4;What I learned during the experiment;Not Demand Compliant;yes;2;no;NA; 0,77949807;Learning_Inconsistent_First;-0,77949807; 0,77949807
905546560;19;M;Implicits First;Pass;EX;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good;-3;-3;-3;-3;-1;-1;-1;-1; 3; 3; 3; 3; 1; 1; 1; 1;-3,00; 3,00;-1,00; 1,00; -6,00; -2,00; 6,00;  2,00;I would try Brand 3;I would try Brand 4; 3; 0; 3; 0;What I learned during the experiment;Not Demand Compliant;yes;5=I slightly resisted your attempts to influence how I felt;no;NA; 0,02700996;Learning_Inconsistent_First;-0,02700996; 0,02700996
905546564;27;F;Implicits First;Pass;AQ;Outcome_1_Target_1_Good_Outcome_2_Target_2_Bad; 2; 1; 1; 1; 2; 2; 2; 2; 2; 2; 2; 2;-1;-1;-1;-1; 1,25; 2,00; 2,00;-1,00; -0,75;  3,00;-0,75;  3,00;I would try neither Brand;I would try Brand 2; 0; 0; 0; 0;I based my ratings on some some factor that was not what I learned or what the experimenter wanted me to do;Not Demand Compliant;yes;6;no;NA;-0,53906969;Learning_Inconsistent_First; 0,53906969; 0,53906969
905546567;30;F;Implicits First;Pass;AQ;Outcome_1_Target_1_Good_Outcome_2_Target_2_Bad; 4; 4; 4; 4; 4; 4; 4; 4;-4;-4;-4;-5;-4;-5;-4;-4; 4,00;-4,25; 4,00;-4,25;  8,25;  8,25; 8,25;  8,25;I would try Brand 1;I would try Brand 2; 4; 4;-4;-4;What I learned during the experiment;Not Demand Compliant;yes;6;no;NA; 0,06392106;Learning_Consistent_First; 0,06392106; 0,06392106
905546568;34;M;Implicits First;Pass;AQ;Outcome_1_Target_1_Good_Outcome_2_Target_2_Bad; 3; 3; 4; 3;-2;-2;-2;-3;-4;-4;-4;-4; 3; 3; 3; 3; 3,25;-4,00;-2,25; 3,00;  7,25; -5,25; 7,25; -5,25;I would try neither Brand;I would try neither Brand; 2; 0; 1; 1;What I learned during the experiment;Not Demand Compliant;yes;3;no;NA; 0,58123625;Learning_Inconsistent_First;-0,58123625;-0,58123625
905546569;33;F;Explicits First;Pass;EX;Outcome_1_Target_1_Good_Outcome_2_Target_2_Bad; 5; 5; 5; 5; 5; 5; 5; 5; 0;-5;-5;-5; 0; 0; 0; 0; 5,00;-3,75; 5,00; 0,00;  8,75;  5,00; 8,75;  5,00;I would try Brand 1;I would try Brand 2; 5; 5; 5; 5;I based my ratings on some some factor that was not what I learned or what the experimenter wanted me to do;Not Demand Compliant;yes;9=I very strongly resisted your attempts to influence how I felt;yes;7; 0,36756709;Learning_Consistent_First; 0,36756709; 0,36756709
905546572;32;M;Implicits First;Pass;EX;Outcome_1_Target_1_Good_Outcome_2_Target_2_Bad; 2; 1; 2; 2; 2; 1; 2; 0; 2; 2; 2; 2; 2; 0; 0; 2; 1,75; 2,00; 1,25; 1,00; -0,25;  0,25;-0,25;  0,25;I don't know;I don't know; 2; 2; 2; 2;I don't know why I evaluated the items as I did;Not Demand Compliant;yes;1=I did not resist your attempts to influence how I felt at all;no;NA;-0,23035245;Learning_Inconsistent_First; 0,23035245; 0,23035245
905546574;28;M;Explicits First;Pass;EX;Outcome_1_Target_1_Good_Outcome_2_Target_2_Bad; 5; 5; 5; 5; 0; 0; 0; 0;-5; 5;-5;-5; 0; 0; 0; 0; 5,00;-2,50; 0,00; 0,00;  7,50;  0,00; 7,50;  0,00;I would try Brand 1;I would try Brands 2 and 4; 5; 5; 5; 5;I based my ratings on some some factor that was not what I learned or what the experimenter wanted me to do;Not Demand Compliant;yes;5=I slightly resisted your attempts to influence how I felt;yes;5=I moderately believed it;-0,48097139;Learning_Inconsistent_First; 0,48097139; 0,48097139
905546576;24;M;Implicits First;Fail;EX;Outcome_1_Target_1_Good_Outcome_2_Target_2_Bad;-4;-4;-4;-4; 1; 1; 1; 1; 1; 1; 0; 1; 1; 1; 1; 1;-4,00; 0,75; 1,00; 1,00; -4,75;  0,00;-4,75;  0,00;I would try Brand 3;I would try Brands 2 and 4; 1; 1; 1; 1;I don't know why I evaluated the items as I did;Not Demand Compliant;no;NA;no;NA;-0,15533480;Learning_Inconsistent_First; 0,15533480; 0,15533480
905546578;26;F;Explicits First;Pass;AQ;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good; 5;-5; 0; 5; 5; 3; 2; 2; 5; 5; 5; 5; 3; 2; 2; 1; 1,25; 5,00; 3,00; 2,00; -3,75;  1,00; 3,75; -1,00;I would try Brand 3;I would try Brand 2;-5; 2; 5; 2;What I learned during the experiment;Not Demand Compliant;no;NA;yes;7;-0,06345974;Learning_Inconsistent_First; 0,06345974;-0,06345974
905546579;26;F;Implicits First;Fail;AQ;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good;-3;-2;-3;-3;-3;-2;-1;-3; 3; 4; 3; 3; 3; 3; 2; 3;-2,75; 3,25;-2,25; 2,75; -6,00; -5,00; 6,00;  5,00;I would try Brand 3;I would try Brand 4; 2; 0; 3; 1;What I learned during the experiment;Not Demand Compliant;yes;1=I did not resist your attempts to influence how I felt at all;yes;5=I moderately believed it;-0,08245079;Learning_Consistent_First;-0,08245079; 0,08245079
905546580;20;F;Implicits First;Pass;AQ;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good;-1;-1;-5;-2;-5;-5;-5;-5; 1; 2; 2; 1; 5; 2; 2; 5;-2,25; 1,50;-5,00; 3,50; -3,75; -8,50; 3,75;  8,50;I would try Brands 1 and 3;I would try Brands 2 and 4; 5; 5; 5; 5;What I learned during the experiment;Not Demand Compliant;yes;5=I slightly resisted your attempts to influence how I felt;no;NA; 0,83061738;Learning_Inconsistent_First;-0,83061738; 0,83061738
905546581;27;F;Explicits First;Pass;AQ;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good;-3;-3;-3;-3;-2;-2;-2;-2; 4; 4; 3; 4; 3; 4; 4; 3;-3,00; 3,75;-2,00; 3,50; -6,75; -5,50; 6,75;  5,50;I would try neither Brand;I would try Brand 4; 3; 3; 3; 4;What I learned during the experiment;Not Demand Compliant;yes;3;no;NA;-0,11677104;Learning_Consistent_First;-0,11677104; 0,11677104
905546582;23;M;Explicits First;Pass;AQ;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good;-3;-3;-3;-3; 0; 0; 0; 0;-2;-1;-2;-2; 0; 0; 0; 0;-3,00;-1,75; 0,00; 0,00; -1,25;  0,00; 1,25;  0,00;I would try neither Brand;I would try neither Brand; 0; 0; 0; 0;I based my ratings on some some factor that was not what I learned or what the experimenter wanted me to do;Not Demand Compliant;yes;1=I did not resist your attempts to influence how I felt at all;no;NA; 0,24932188;Learning_Inconsistent_First;-0,24932188; 0,24932188
905546583;35;M;Implicits First;Pass;AQ;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good; 0; 0; 0; 0;-1;-1;-1;-1; 0; 0; 0; 0; 2; 2; 2; 2; 0,00; 0,00;-1,00; 2,00;  0,00; -3,00; 0,00;  3,00;I would try neither Brand;I would try Brand 4; 3; 4; 3; 4;I don't know why I evaluated the items as I did;Not Demand Compliant;yes;4;no;NA; 0,19042976;Learning_Consistent_First; 0,19042976;-0,19042976
905546584;37;F;Implicits First;Fail;AQ;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good; 0; 0; 0; 0; 0; 0; 2; 1; 1; 0; 0; 1; 0; 0; 0; 1; 0,00; 0,50; 0,75; 0,25; -0,50;  0,50; 0,50; -0,50;I don't know;I don't know; 0; 0; 0; 0;What I learned during the experiment;Not Demand Compliant;yes;5=I slightly resisted your attempts to influence how I felt;yes;5=I moderately believed it; 0,19928205;Learning_Inconsistent_First;-0,19928205; 0,19928205
905546585;18;M;Explicits First;Fail;EX;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0,00; 0,00; 0,00; 0,00;  0,00;  0,00; 0,00;  0,00;I would try Brand 1;I would try Brand 2; 0; 0; 0; 0;I don't know why I evaluated the items as I did;Not Demand Compliant;yes;5=I slightly resisted your attempts to influence how I felt;yes;7;-0,62344210;Learning_Consistent_First;-0,62344210; 0,62344210
905546587;27;F;Implicits First;Pass;EX;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good;-3;-4;-4;-3;-2;-2;-3;-1; 4; 3; 3; 3; 1; 3; 3; 2;-3,50; 3,25;-2,00; 2,25; -6,75; -4,25; 6,75;  4,25;I would try Brand 3;I would try Brand 4; 0; 0; 0; 0;What I learned during the experiment;Not Demand Compliant;yes;2;no;NA; 0,99198821;Learning_Consistent_First; 0,99198821;-0,99198821
905546588;39;M;Implicits First;Pass;EX;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good;-2;-4;-2;-2;-2;-2;-2;-3; 3; 2; 3; 2; 3; 3; 3; 3;-2,50; 2,50;-2,25; 3,00; -5,00; -5,25; 5,00;  5,25;I would try Brand 3;I would try Brand 4; 3; 2; 2; 3;What I learned during the experiment;Not Demand Compliant;no;NA;no;NA; 0,24554507;Learning_Inconsistent_First;-0,24554507; 0,24554507
905546589;32;F;Explicits First;Pass;EX;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good; 2;-3;-2;-3; 3; 2; 2; 2;-2;-2;-3;-3; 3; 2; 2; 2;-1,50;-2,50; 2,25; 2,25;  1,00;  0,00;-1,00;  0,00;I would try Brand 3;I would try Brand 4;-2; 3; 3; 3;I based my ratings on some some factor that was not what I learned or what the experimenter wanted me to do;Not Demand Compliant;no;NA;yes;6; 0,28123169;Learning_Consistent_First; 0,28123169;-0,28123169
905546590;31;M;Explicits First;Pass;EX;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good;-1;-1;-1;-1;-1;-1;-1;-1; 1; 1; 1; 1; 1; 1; 0; 0;-1,00; 1,00;-1,00; 0,50; -2,00; -1,50; 2,00;  1,50;I would try Brand 3;I would try Brand 4;-1;-1; 1; 1;What I learned during the experiment;Not Demand Compliant;yes;1=I did not resist your attempts to influence how I felt at all;no;NA; 0,16143088;Learning_Inconsistent_First;-0,16143088; 0,16143088
905546591;36;M;Implicits First;Pass;EX;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good;-4;-4;-4;-4;-3;-3;-3;-3; 3; 4; 4; 4; 3; 3; 3; 3;-4,00; 3,75;-3,00; 3,00; -7,75; -6,00; 7,75;  6,00;I would try Brand 3;I would try Brand 4; 4; 3; 4; 3;What I learned during the experiment;Not Demand Compliant;yes;3;no;NA;-0,64384747;Learning_Consistent_First;-0,64384747; 0,64384747
