subject;Age;Gender;task_order;training_performance;experimental_condition;stimulus_identity;Outcome_1_Pos_Neg;Outcome_1_Good_Bad;Outcome_1_Pleasant_Unpleasant;Outcome_1_Like_Dislike;Target_1_Pos_Neg;Target_1_Good_Bad;Target_1_Pleasant_Unpleasant;Target_1_Like_Dislike;Outcome_2_Pos_Neg;Outcome_2_Good_Bad;Outcome_2_Pleasant_Unpleasant;Outcome_2_Like_Dislike;Target_2_Pos_Neg;Target_2_Good_Bad;Target_2_Pleasant_Unpleasant;Target_2_Like_Dislike;Mean_Outcome_1;Mean_Outcome_2;Mean_Target_1;Mean_Target_2;OEC_Effect;IR_Effect;Transformed_OEC_Effect;Transformed_IR_Effect;Intentions_1_3_response;Intentions_2_4_response;stim_1_confidence;stim_2_confidence;stim_3_confidence;stim_4_confidence;Demand_response;Demand_recoded;reactance_question_1;reactance_question_2;believability_question_1;believability_question_2;IAT_D2;IAT_order;Reverse_Scored_IAT_D2;Transformed_IAT_D2
 88;25;M;Implicits First;Pass;AQ;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good;-5;-5;-5;-5;-5;-5;-5;-5; 5; 5; 5; 5; 5; 5; 5;-5;-5,00; 5,00;-5,00; 2,50;-10,00; -7,50;10,00; 7,50;I would try Brand 3;I would try Brand 4; 5; 5; 5; 5;What I learned during the experiment;Not Demand Compliant;yes;2;no;NA; 0,27466887;Learning_Inconsistent_First;-0,27466887; 0,27466887
 89;21;M;Explicits First;Pass;EX;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good;-5;-5;-5;-5; 0; 0; 0; 0; 5; 5; 5; 5; 0; 0; 0; 0;-5,00; 5,00; 0,00; 0,00;-10,00;  0,00;10,00; 0,00;I would try Brand 3;I would try Brands 2 and 4; 3; 3; 5; 3;What I learned during the experiment;Not Demand Compliant;yes;5=I slightly resisted your attempts to influence how I felt;no;NA; 0,87330223;Learning_Consistent_First; 0,87330223;-0,87330223
 90;41;F;Explicits First;Fail;EX;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good; 0; 0; 0; 0;-3;-3;-3;-3; 0; 0; 0; 0;-2;-2;-2;-2; 0,00; 0,00;-3,00;-2,00;  0,00; -1,00; 0,00; 1,00;I don't know;I would try Brand 2; 0; 0; 0; 0;I don't know why I evaluated the items as I did;Not Demand Compliant;yes;3;no;NA;-0,23868231;Learning_Inconsistent_First; 0,23868231;-0,23868231
 91;24;F;Implicits First;Pass;EX;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good;-1;-3;-3;-3; 1; 2; 2; 1; 3; 3; 3; 3;-2;-2;-2;-2;-2,50; 3,00; 1,50;-2,00; -5,50;  3,50; 5,50;-3,50;I don't know;I don't know; 0; 0; 0; 0;What I learned during the experiment;Not Demand Compliant;yes;3;no;NA; 0,07642134;Learning_Consistent_First; 0,07642134;-0,07642134
 95;25;F;Implicits First;Pass;EX;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good;-4;-4;-4;-4;-1;-1;-1;-1; 3; 5; 3; 4; 0; 0; 0; 0;-4,00; 3,75;-1,00; 0,00; -7,75; -1,00; 7,75; 1,00;I would try Brand 3;I would try Brand 4; 2;-1; 2;-1;What I learned during the experiment;Not Demand Compliant;yes;5=I slightly resisted your attempts to influence how I felt;no;NA; 0,10244453;Learning_Consistent_First; 0,10244453;-0,10244453
 96;43;F;Implicits First;Pass;EX;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good;-2;-2;-3;-2; 0; 0; 0; 0; 3; 4; 3; 2; 0; 0; 0; 0;-2,25; 3,00; 0,00; 0,00; -5,25;  0,00; 5,25; 0,00;I don't know;I would try Brands 2 and 4; 0; 0; 0; 0;I don't know why I evaluated the items as I did;Not Demand Compliant;no;NA;yes;5=I moderately believed it;-0,14936944;Learning_Inconsistent_First; 0,14936944;-0,14936944
 99;34;F;Implicits First;Pass;AQ;Outcome_1_Target_1_Good_Outcome_2_Target_2_Bad; 0; 0; 0; 0; 0; 1; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0,00; 0,25; 0,25; 0,00; -0,25;  0,25;-0,25; 0,25;I would try Brands 1 and 3;I would try Brands 2 and 4; 5; 5; 5; 5;I based my ratings on some some factor that was not what I learned or what the experimenter wanted me to do;Not Demand Compliant;yes;9=I very strongly resisted your attempts to influence how I felt;no;NA; 0,30939586;Learning_Consistent_First; 0,30939586; 0,30939586
100;18;F;Implicits First;Pass;AQ;Outcome_1_Target_1_Good_Outcome_2_Target_2_Bad; 1; 1; 1; 1; 4; 5; 5; 5;-1;-1;-1;-1;-3;-4;-4;-4; 1,00;-1,00; 4,75;-3,75;  2,00;  8,50; 2,00; 8,50;I would try neither Brand;I would try Brands 2 and 4; 3; 4; 1; 3;What I learned during the experiment;Not Demand Compliant;yes;4;yes;5=I moderately believed it;-0,82147246;Learning_Inconsistent_First; 0,82147246; 0,82147246
101;32;F;Explicits First;Pass;AQ;Outcome_1_Target_1_Good_Outcome_2_Target_2_Bad; 1; 1; 1; 1; 2; 2; 2; 2;-2;-1;-1;-1;-2;-2;-2;-2; 1,00;-1,25; 2,00;-2,00;  2,25;  4,00; 2,25; 4,00;I would try Brands 1 and 3;I would try Brand 2; 5; 5; 5; 5;What I learned during the experiment;Not Demand Compliant;yes;7;no;NA; 0,60213576;Learning_Consistent_First; 0,60213576; 0,60213576
102;21;F;Explicits First;Pass;AQ;Outcome_1_Target_1_Good_Outcome_2_Target_2_Bad; 1; 1; 1; 1; 2; 1; 1; 3; 1;-1;-1; 0;-1;-1;-1;-1; 1,00;-0,25; 1,75;-1,00;  1,25;  2,75; 1,25; 2,75;I would try Brand 1;I would try Brand 2; 1; 1; 2; 1;I based my ratings on some some factor that was not what I learned or what the experimenter wanted me to do;Not Demand Compliant;yes;4;yes;4; 0,36114372;Learning_Inconsistent_First;-0,36114372;-0,36114372
105;23;F;Explicits First;Pass;EX;Outcome_1_Target_1_Good_Outcome_2_Target_2_Bad; 4; 4; 4; 4; 3; 3; 3; 3;-4;-4;-4;-4;-2;-2;-2;-2; 4,00;-4,00; 3,00;-2,00;  8,00;  5,00; 8,00; 5,00;I would try Brand 1;I would try Brand 2; 5; 4; 5; 4;What I learned during the experiment;Not Demand Compliant;yes;3;yes;9=I very strongly believed it; 0,71213989;Learning_Consistent_First; 0,71213989; 0,71213989
106;25;F;Explicits First;Pass;EX;Outcome_1_Target_1_Good_Outcome_2_Target_2_Bad; 5; 5; 5; 4; 3; 3; 3; 3;-5;-5;-5;-5;-2;-2;-3;-2; 4,75;-5,00; 3,00;-2,25;  9,75;  5,25; 9,75; 5,25;I would try Brand 1;I would try neither Brand; 5; 2; 5; 1;What I learned during the experiment;Not Demand Compliant;yes;3;no;NA;-0,32811204;Learning_Inconsistent_First; 0,32811204; 0,32811204
109;20;F;Explicits First;Pass;EX;Outcome_1_Target_1_Good_Outcome_2_Target_2_Bad; 1; 1; 1; 1; 0; 0; 0; 0;-1;-1;-1;-1; 0; 0; 0; 0; 1,00;-1,00; 0,00; 0,00;  2,00;  0,00; 2,00; 0,00;I would try Brand 1;I would try Brands 2 and 4; 2; 2; 2; 2;What I learned during the experiment;Not Demand Compliant;yes;7;no;NA;-0,03683193;Learning_Consistent_First;-0,03683193;-0,03683193
111;39;F;Implicits First;Pass;EX;Outcome_1_Target_1_Good_Outcome_2_Target_2_Bad; 2; 2; 2; 2;-1;-2;-2;-1;-1;-2;-1;-1; 0; 0;-1; 0; 2,00;-1,25;-1,50;-0,25;  3,25; -1,25; 3,25;-1,25;I would try Brand 1;I would try Brand 4; 2; 0; 2; 0;What I learned during the experiment;Not Demand Compliant;yes;1=I did not resist your attempts to influence how I felt at all;no;NA;-0,38239141;Learning_Consistent_First;-0,38239141;-0,38239141
112;35;F;Implicits First;Pass;EX;Outcome_1_Target_1_Good_Outcome_2_Target_2_Bad; 1; 1; 1; 1; 0; 0; 0; 0;-1;-1;-1;-1;-1; 0; 0; 0; 1,00;-1,00; 0,00;-0,25;  2,00;  0,25; 2,00; 0,25;I don't know;I would try Brand 2; 5; 3; 5; 0;What I learned during the experiment;Not Demand Compliant;no;NA;no;NA;-0,51194619;Learning_Inconsistent_First; 0,51194619; 0,51194619
114;28;F;Explicits First;Pass;AQ;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good;-1;-1;-1;-1; 1; 1; 1; 1; 2; 2; 2; 2; 1; 1; 1; 1;-1,00; 2,00; 1,00; 1,00; -3,00;  0,00; 3,00; 0,00;I would try neither Brand;I would try Brand 4; 3;-1; 3;-2;I don't know why I evaluated the items as I did;Not Demand Compliant;yes;1=I did not resist your attempts to influence how I felt at all;yes;4; 0,12961815;Learning_Inconsistent_First;-0,12961815; 0,12961815
115;33;F;Implicits First;Pass;AQ;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0,00; 0,00; 0,00; 0,00;  0,00;  0,00; 0,00; 0,00;I would try Brand 3;I would try Brand 4; 2; 2; 2; 2;What I thought the experimenter wanted me to say;Demand Compliant;yes;7;yes;6; 0,75125901;Learning_Consistent_First; 0,75125901;-0,75125901
116;43;M;Implicits First;Pass;AQ;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good;-5;-5;-5;-5; 0; 0; 0; 0; 5; 5; 5; 5; 0; 0; 0; 0;-5,00; 5,00; 0,00; 0,00;-10,00;  0,00;10,00; 0,00;I would try Brand 3;I would try Brands 2 and 4; 5; 5; 5; 5;What I learned during the experiment;Not Demand Compliant;yes;1=I did not resist your attempts to influence how I felt at all;no;NA;-0,20424838;Learning_Inconsistent_First; 0,20424838;-0,20424838
117;40;M;Explicits First;Pass;AQ;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good;-1;-1;-1;-1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;-1,00; 0,00; 0,00; 0,00; -1,00;  0,00; 1,00; 0,00;I would try Brand 3;I would try Brand 4; 0; 1; 2; 1;What I learned during the experiment;Not Demand Compliant;yes;5=I slightly resisted your attempts to influence how I felt;yes;6; 0,47238843;Learning_Consistent_First; 0,47238843;-0,47238843
119;34;F;Implicits First;Pass;AQ;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0,00; 0,00; 0,00; 0,00;  0,00;  0,00; 0,00; 0,00;I would try neither Brand;I would try neither Brand; 5; 5; 5; 5;I based my ratings on some some factor that was not what I learned or what the experimenter wanted me to do;Not Demand Compliant;no;NA;no;NA; 0,17437276;Learning_Consistent_First; 0,17437276;-0,17437276
121;26;F;Explicits First;Pass;EX;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good; 1; 1; 1; 1; 1; 1; 1; 1; 3; 3; 3; 3; 1; 1; 1; 1; 1,00; 3,00; 1,00; 1,00; -2,00;  0,00; 2,00; 0,00;I don't know;I don't know; 0; 0; 3; 0;I based my ratings on some some factor that was not what I learned or what the experimenter wanted me to do;Not Demand Compliant;yes;7;no;NA; 0,88481835;Learning_Consistent_First; 0,88481835;-0,88481835
122;24;F;Explicits First;Pass;EX;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good;-5;-5;-5;-5;-2;-2;-2;-2; 5; 5; 5; 5; 2; 2; 2; 3;-5,00; 5,00;-2,00; 2,25;-10,00; -4,25;10,00; 4,25;I would try Brand 3;I would try Brand 4; 5; 4; 5; 5;What I learned during the experiment;Not Demand Compliant;yes;5=I slightly resisted your attempts to influence how I felt;no;NA; 0,66109449;Learning_Inconsistent_First;-0,66109449; 0,66109449
125;29;M;Explicits First;Pass;EX;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good;-4;-4;-4; 4; 4;-4; 4;-4;-4; 4; 4; 4; 4; 3; 4; 4;-2,00; 2,00; 0,00; 3,75; -4,00; -3,75; 4,00; 3,75;I would try Brand 1;I would try Brand 4; 4; 4; 4; 4;What I learned during the experiment;Not Demand Compliant;yes;3;no;NA;-0,26482975;Learning_Consistent_First;-0,26482975; 0,26482975
126;37;F;Explicits First;Pass;EX;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good;-1;-1;-1;-1;-1;-1;-1;-1; 1; 1; 1; 1; 1; 1; 1; 1;-1,00; 1,00;-1,00; 1,00; -2,00; -2,00; 2,00; 2,00;I would try Brands 1 and 3;I would try Brands 2 and 4; 0; 0; 0; 0;What I learned during the experiment;Not Demand Compliant;yes;6;no;NA; 0,28932012;Learning_Inconsistent_First;-0,28932012; 0,28932012
127;22;F;Implicits First;Pass;EX;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good;-4;-4;-4;-4;-2;-2;-1;-2; 3; 3; 3; 3; 2; 2; 2; 2;-4,00; 3,00;-1,75; 2,00; -7,00; -3,75; 7,00; 3,75;I would try Brand 3;I would try Brands 2 and 4; 4; 2; 4; 3;What I learned during the experiment;Not Demand Compliant;yes;1=I did not resist your attempts to influence how I felt at all;yes;3; 0,21994254;Learning_Consistent_First; 0,21994254;-0,21994254
129;35;F;Explicits First;Pass;AQ;Outcome_1_Target_1_Good_Outcome_2_Target_2_Bad; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0,00; 0,00; 0,00; 0,00;  0,00;  0,00; 0,00; 0,00;I would try neither Brand;I would try neither Brand; 5; 5; 5; 3;I don't know why I evaluated the items as I did;Not Demand Compliant;yes;3;no;NA; 0,40491032;Learning_Consistent_First; 0,40491032; 0,40491032
131;31;M;Implicits First;Pass;AQ;Outcome_1_Target_1_Good_Outcome_2_Target_2_Bad; 2; 2; 2; 2; 2; 2; 2; 2;-2;-2;-2;-2; 0; 0; 0; 0; 2,00;-2,00; 2,00; 0,00;  4,00;  2,00; 4,00; 2,00;I would try Brand 1;I would try Brands 2 and 4; 5; 5; 5; 5;What I learned during the experiment;Not Demand Compliant;yes;5=I slightly resisted your attempts to influence how I felt;yes;5=I moderately believed it; 0,09412402;Learning_Consistent_First; 0,09412402; 0,09412402
132;37;M;Implicits First;Fail;AQ;Outcome_1_Target_1_Good_Outcome_2_Target_2_Bad; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0,00; 0,00; 0,00; 0,00;  0,00;  0,00; 0,00; 0,00;I would try Brands 1 and 3;I would try Brand 2; 3; 3; 3; 3;I based my ratings on some some factor that was not what I learned or what the experimenter wanted me to do;Not Demand Compliant;yes;4;no;NA;-0,05222859;Learning_Inconsistent_First; 0,05222859; 0,05222859
133;35;M;Explicits First;Fail;AQ;Outcome_1_Target_1_Good_Outcome_2_Target_2_Bad; 2; 2; 2; 2;-2;-2;-2; 0;-2; 0;-2;-2; 2; 0; 2; 0; 2,00;-1,50;-1,50; 1,00;  3,50; -2,50; 3,50;-2,50;I would try Brand 1;I don't know;-4;-4;-4;-4;I don't know why I evaluated the items as I did;Not Demand Compliant;yes;1=I did not resist your attempts to influence how I felt at all;no;NA; 0,06176439;Learning_Consistent_First; 0,06176439; 0,06176439
136;42;M;Implicits First;Pass;AQ;Outcome_1_Target_1_Good_Outcome_2_Target_2_Bad; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0,00; 0,00; 0,00; 0,00;  0,00;  0,00; 0,00; 0,00;I would try Brand 1;I would try Brand 2; 4; 4; 4; 4;What I learned during the experiment;Not Demand Compliant;yes;5=I slightly resisted your attempts to influence how I felt;no;NA; 0,22689369;Learning_Inconsistent_First;-0,22689369;-0,22689369
137;44;F;Explicits First;Pass;EX;Outcome_1_Target_1_Good_Outcome_2_Target_2_Bad; 5; 5; 4; 5; 5; 4; 4; 4;-5;-5;-5;-5;-3;-2;-3;-2; 4,75;-5,00; 4,25;-2,50;  9,75;  6,75; 9,75; 6,75;I would try Brands 1 and 3;I would try Brand 2; 5; 5; 4; 2;What I learned during the experiment;Not Demand Compliant;yes;6;yes;5=I moderately believed it; 0,45175379;Learning_Consistent_First; 0,45175379; 0,45175379
139;34;F;Implicits First;Pass;EX;Outcome_1_Target_1_Good_Outcome_2_Target_2_Bad; 3; 3; 3; 4; 3; 3; 3; 3; 0; 0; 0; 0;-2;-3;-2;-2; 3,25; 0,00; 3,00;-2,25;  3,25;  5,25; 3,25; 5,25;I would try Brand 1;I would try Brand 2; 4; 4;-2; 3;What I thought the experimenter wanted me to say;Demand Compliant;yes;7;no;NA;-0,16018850;Learning_Consistent_First;-0,16018850;-0,16018850
142;26;F;Explicits First;Pass;EX;Outcome_1_Target_1_Good_Outcome_2_Target_2_Bad; 4; 4; 4; 4; 4; 4; 4; 4;-4;-4;-4;-4;-1;-1;-1;-1; 4,00;-4,00; 4,00;-1,00;  8,00;  5,00; 8,00; 5,00;I would try Brand 1;I would try Brand 2; 3; 3; 3; 3;What I learned during the experiment;Not Demand Compliant;yes;1=I did not resist your attempts to influence how I felt at all;no;NA;-0,28368603;Learning_Inconsistent_First; 0,28368603; 0,28368603
145;31;M;Explicits First;Pass;AQ;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good;-5;-5;-5;-5;-5;-5;-5;-5; 5; 5; 5; 5; 5; 5; 5; 5;-5,00; 5,00;-5,00; 5,00;-10,00;-10,00;10,00;10,00;I would try Brands 1 and 3;I would try Brands 2 and 4; 5; 5; 5; 5;What I thought the experimenter wanted me to say;Demand Compliant;yes;1=I did not resist your attempts to influence how I felt at all;no;NA;-0,27506820;Learning_Consistent_First;-0,27506820; 0,27506820
147;25;F;Implicits First;Pass;AQ;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good;-2;-2;-2;-2; 0; 0; 0; 0; 2; 2; 2; 2; 0; 0; 0; 0;-2,00; 2,00; 0,00; 0,00; -4,00;  0,00; 4,00; 0,00;I would try Brand 3;I don't know; 5; 5; 5; 5;What I learned during the experiment;Not Demand Compliant;yes;1=I did not resist your attempts to influence how I felt at all;yes;5=I moderately believed it;-0,33483640;Learning_Consistent_First;-0,33483640; 0,33483640
149;23;M;Explicits First;Pass;AQ;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good;-5;-5;-5;-5; 0; 0; 0; 0; 5; 5; 5; 5; 1; 1; 1; 1;-5,00; 5,00; 0,00; 1,00;-10,00; -1,00;10,00; 1,00;I would try Brand 3;I would try Brand 4; 5; 5; 5; 5;What I thought the experimenter wanted me to say;Demand Compliant;no;NA;yes;1=I slightly believed it;-0,27988963;Learning_Consistent_First;-0,27988963; 0,27988963
151;39;F;Implicits First;Pass;AQ;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good;-5;-5;-5;-5;-5;-5;-5;-5; 5; 5; 5; 5; 5; 5; 5; 5;-5,00; 5,00;-5,00; 5,00;-10,00;-10,00;10,00;10,00;I would try Brand 3;I would try Brand 4; 5; 5; 5; 5;What I learned during the experiment;Not Demand Compliant;yes;3;no;NA; 0,80192922;Learning_Consistent_First; 0,80192922;-0,80192922
152;18;M;Implicits First;Pass;AQ;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good; 1; 1; 1; 0;-2;-2;-2;-2; 0; 1; 0; 0; 2; 3; 2; 2; 0,75; 0,25;-2,00; 2,25;  0,50; -4,25;-0,50; 4,25;I would try Brands 1 and 3;I would try Brand 4; 2; 2; 2; 3;What I learned during the experiment;Not Demand Compliant;yes;7;no;NA; 0,82061492;Learning_Inconsistent_First;-0,82061492; 0,82061492
153;25;M;Explicits First;Pass;EX;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good;-3;-3;-3;-3;-2;-1;-2;-3; 3; 4; 3; 3; 2; 2; 3; 2;-3,00; 3,25;-2,00; 2,25; -6,25; -4,25; 6,25; 4,25;I would try Brand 3;I would try Brand 4;-4;-5; 3; 5;What I learned during the experiment;Not Demand Compliant;yes;6;yes;7;-0,41427851;Learning_Consistent_First;-0,41427851; 0,41427851
156;27;F;Implicits First;Pass;EX;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good;-4;-4;-4;-4;-4;-4;-4;-4; 4; 4; 4; 4; 4; 4; 4; 4;-4,00; 4,00;-4,00; 4,00; -8,00; -8,00; 8,00; 8,00;I would try Brand 3;I would try Brand 4; 4; 4; 4; 4;What I learned during the experiment;Not Demand Compliant;yes;3;no;NA;-0,35359123;Learning_Inconsistent_First; 0,35359123;-0,35359123
158;19;F;Explicits First;Pass;EX;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good;-4;-4;-5;-4; 2; 2; 2; 5; 3; 4; 4; 3; 3; 3; 2; 0;-4,25; 3,50; 2,75; 2,00; -7,75;  0,75; 7,75;-0,75;I would try Brand 3;I would try Brands 2 and 4; 2; 3; 0; 3;What I learned during the experiment;Not Demand Compliant;yes;3;yes;5=I moderately believed it; 0,02584975;Learning_Inconsistent_First;-0,02584975; 0,02584975
159;25;F;Implicits First;Pass;EX;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good;-1;-1;-1;-1; 0; 0; 0; 0; 1; 1; 0; 1; 0; 0; 0; 0;-1,00; 0,75; 0,00; 0,00; -1,75;  0,00; 1,75; 0,00;I would try Brands 1 and 3;I would try Brand 4; 3; 2; 3; 2;I don't know why I evaluated the items as I did;Not Demand Compliant;yes;1=I did not resist your attempts to influence how I felt at all;no;NA;-0,21529937;Learning_Consistent_First;-0,21529937; 0,21529937
161;26;M;Explicits First;Pass;AQ;Outcome_1_Target_1_Good_Outcome_2_Target_2_Bad; 1; 0; 0; 1;-2; 0; 1; 1; 1; 1; 0;-1; 0; 1; 1; 0; 0,50; 0,25; 0,00; 0,50;  0,25; -0,50; 0,25;-0,50;I would try Brand 3;I would try Brands 2 and 4; 0; 1; 1; 1;I based my ratings on some some factor that was not what I learned or what the experimenter wanted me to do;Not Demand Compliant;no;NA;no;NA; 0,38348825;Learning_Consistent_First; 0,38348825; 0,38348825
162;22;M;Explicits First;Fail;AQ;Outcome_1_Target_1_Good_Outcome_2_Target_2_Bad; 2; 2; 1; 2; 2; 2; 2; 2; 2; 2; 2; 2; 2; 2; 2; 2; 1,75; 2,00; 2,00; 2,00; -0,25;  0,00;-0,25; 0,00;I would try Brand 1;I would try Brands 2 and 4; 5; 5; 5; 5;What I thought the experimenter wanted me to say;Demand Compliant;no;NA;no;NA; 0,20949525;Learning_Inconsistent_First;-0,20949525;-0,20949525
163;22;M;Implicits First;Pass;AQ;Outcome_1_Target_1_Good_Outcome_2_Target_2_Bad; 1; 1; 0; 0; 3; 3; 2; 3;-2;-3;-3;-2;-2;-1;-4;-3; 0,50;-2,50; 2,75;-2,50;  3,00;  5,25; 3,00; 5,25;I would try neither Brand;I would try Brand 2; 2; 5; 3; 4;I based my ratings on some some factor that was not what I learned or what the experimenter wanted me to do;Not Demand Compliant;yes;3;yes;3;-0,75789543;Learning_Consistent_First;-0,75789543;-0,75789543
164;18;M;Implicits First;Fail;AQ;Outcome_1_Target_1_Good_Outcome_2_Target_2_Bad; 0; 0; 0; 0; 0; 0; 2; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0,00; 0,00; 0,50; 0,00;  0,00;  0,50; 0,00; 0,50;I don't know;I would try Brands 2 and 4; 0; 0; 0; 0;I don't know why I evaluated the items as I did;Not Demand Compliant;yes;5=I slightly resisted your attempts to influence how I felt;no;NA; 0,19256083;Learning_Inconsistent_First;-0,19256083;-0,19256083
