subject;Age;Gender;task_order;training_performance;experimental_condition;stimulus_identity;Outcome_1_Pos_Neg;Outcome_1_Good_Bad;Outcome_1_Pleasant_Unpleasant;Outcome_1_Like_Dislike;Target_1_Pos_Neg;Target_1_Good_Bad;Target_1_Pleasant_Unpleasant;Target_1_Like_Dislike;Outcome_2_Pos_Neg;Outcome_2_Good_Bad;Outcome_2_Pleasant_Unpleasant;Outcome_2_Like_Dislike;Target_2_Pos_Neg;Target_2_Good_Bad;Target_2_Pleasant_Unpleasant;Target_2_Like_Dislike;Mean_Outcome_1;Mean_Outcome_2;Mean_Target_1;Mean_Target_2;OEC_Effect;IR_Effect;Transformed_OEC_Effect;Transformed_IR_Effect;Intentions_1_3_response;Intentions_2_4_response;stim_1_confidence;stim_2_confidence;stim_3_confidence;stim_4_confidence;Demand_response;Demand_recoded;reactance_question_1;reactance_question_2;believability_question_1;believability_question_2;IAT_D2;IAT_order;Reverse_Scored_IAT_D2;Transformed_IAT_D2
       95;31;F;Implicits First;Pass;CC;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good;-5;-5;-5;-5; 0; 0; 0; 0; 5; 5; 5; 5; 0; 0; 0; 0;-5,00; 5,00; 0,00; 0,00;-10,00; 0,00;10,00; 0,00;I would try Brand 3;I don't know; 5; 0; 5; 0;What I learned during the experiment;Not Demand Compliant;yes;1=I did not resist your attempts to influence how I felt at all;no;NA; 0,54159619;Learning_Consistent_First; 0,54159619;-0,54159619
       98;31;F;Explicits First;Pass;AQ;Outcome_1_Target_1_Good_Outcome_2_Target_2_Bad; 5; 5; 5; 5; 5; 5; 5; 5;-5;-5;-5;-5;-5;-5;-5;-5; 5,00;-5,00; 5,00;-5,00; 10,00;10,00;10,00;10,00;I would try Brand 1;I would try Brand 2; 5; 5; 5; 5;What I learned during the experiment;Not Demand Compliant;yes;1=I did not resist your attempts to influence how I felt at all;no;NA;-0,26366573;Learning_Inconsistent_First; 0,26366573; 0,26366573
      100;28;M;Implicits First;Pass;AQ;Outcome_1_Target_1_Good_Outcome_2_Target_2_Bad; 2; 1; 2; 1;-2;-1;-2;-1; 2; 0; 0; 0; 1; 2; 0; 0; 1,50; 0,50;-1,50; 0,75;  1,00;-2,25; 1,00;-2,25;I would try Brand 1;I would try Brands 2 and 4; 2;-1; 0;-2;I don't know why I evaluated the items as I did;Not Demand Compliant;yes;5=I slightly resisted your attempts to influence how I felt;yes;9=I very strongly believed it; 0,56984182;Learning_Inconsistent_First;-0,56984182;-0,56984182
      102;22;M;Explicits First;Pass;AQ;Outcome_1_Target_1_Good_Outcome_2_Target_2_Bad; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0,00; 0,00; 0,00; 0,00;  0,00; 0,00; 0,00; 0,00;I would try Brands 1 and 3;I would try Brands 2 and 4; 5; 5; 5; 5;I based my ratings on some some factor that was not what I learned or what the experimenter wanted me to do;Not Demand Compliant;yes;9=I very strongly resisted your attempts to influence how I felt;no;NA; 0,22872594;Learning_Inconsistent_First;-0,22872594;-0,22872594
      103;22;F;Implicits First;Pass;AQ;Outcome_1_Target_1_Good_Outcome_2_Target_2_Bad; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0,00; 0,00; 0,00; 0,00;  0,00; 0,00; 0,00; 0,00;I would try neither Brand;I would try neither Brand; 3; 3; 3; 3;I based my ratings on some some factor that was not what I learned or what the experimenter wanted me to do;Not Demand Compliant;yes;1=I did not resist your attempts to influence how I felt at all;no;NA; 0,25592467;Learning_Consistent_First; 0,25592467; 0,25592467
      104;36;F;Implicits First;Fail;AQ;Outcome_1_Target_1_Good_Outcome_2_Target_2_Bad; 3; 2; 3; 2; 2; 3; 3; 3; 2; 4; 3; 2; 3; 3; 3; 3; 2,50; 2,75; 2,75; 3,00; -0,25;-0,25;-0,25;-0,25;I would try Brands 1 and 3;I would try Brands 2 and 4; 3; 3; 3; 3;What I learned during the experiment;Not Demand Compliant;yes;3;no;NA; 0,56344130;Learning_Inconsistent_First;-0,56344130;-0,56344130
      106;20;M;Explicits First;Pass;CC;Outcome_1_Target_1_Good_Outcome_2_Target_2_Bad; 5; 5; 3; 5; 3; 2; 3; 3;-5;-5;-5;-5;-3;-3;-3;-3; 4,50;-5,00; 2,75;-3,00;  9,50; 5,75; 9,50; 5,75;I would try Brand 1;I would try Brand 2; 5; 5; 5; 5;What I learned during the experiment;Not Demand Compliant;yes;5=I slightly resisted your attempts to influence how I felt;no;NA;-0,63187558;Learning_Inconsistent_First; 0,63187558; 0,63187558
      109;34;F;Explicits First;Pass;CC;Outcome_1_Target_1_Good_Outcome_2_Target_2_Bad; 0; 1; 1; 2;-1; 0;-1; 0; 1; 1; 0; 1; 1; 1; 0; 0; 1,00; 0,75;-0,50; 0,50;  0,25;-1,00; 0,25;-1,00;I would try Brand 1;I would try Brand 4; 2; 1; 3; 1;I based my ratings on some some factor that was not what I learned or what the experimenter wanted me to do;Not Demand Compliant;yes;5=I slightly resisted your attempts to influence how I felt;no;NA; 0,02656556;Learning_Consistent_First; 0,02656556; 0,02656556
      110;32;M;Explicits First;Pass;CC;Outcome_1_Target_1_Good_Outcome_2_Target_2_Bad; 0; 0; 1; 1; 1; 0; 1; 1; 0; 0; 0; 1; 1; 1; 1; 1; 0,50; 0,25; 0,75; 1,00;  0,25;-0,25; 0,25;-0,25;I would try Brands 1 and 3;I would try Brand 2; 1; 1; 0; 0;What I learned during the experiment;Not Demand Compliant;yes;5=I slightly resisted your attempts to influence how I felt;no;NA; 0,66156516;Learning_Inconsistent_First;-0,66156516;-0,66156516
      111;37;F;Implicits First;Pass;CC;Outcome_1_Target_1_Good_Outcome_2_Target_2_Bad; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0,00; 0,00; 0,00; 0,00;  0,00; 0,00; 0,00; 0,00;I would try Brands 1 and 3;I would try Brands 2 and 4; 4; 4; 4; 4;I based my ratings on some some factor that was not what I learned or what the experimenter wanted me to do;Not Demand Compliant;yes;7;no;NA; 0,73096255;Learning_Consistent_First; 0,73096255; 0,73096255
      114;24;M;Explicits First;Pass;AQ;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0,00; 0,00; 0,00; 0,00;  0,00; 0,00; 0,00; 0,00;I would try neither Brand;I would try neither Brand; 5; 5; 5; 5;What I learned during the experiment;Not Demand Compliant;yes;1=I did not resist your attempts to influence how I felt at all;no;NA; 0,34117389;Learning_Inconsistent_First;-0,34117389; 0,34117389
      117;34;F;Explicits First;Pass;AQ;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good;-4;-3;-4;-3;-2;-3;-2;-2; 3; 2; 2; 3; 1; 2; 2; 2;-3,50; 2,50;-2,25; 1,75; -6,00;-4,00; 6,00; 4,00;I would try Brand 3;I would try Brand 4; 0; 1; 1; 1;What I learned during the experiment;Not Demand Compliant;yes;2;yes;8;-0,58773740;Learning_Consistent_First;-0,58773740; 0,58773740
      120;30;F;Implicits First;Pass;AQ;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good; 3; 2;-2;-5;-2;-2;-3;-3;-4; 3; 2;-3; 3; 3; 3; 3;-0,50;-0,50;-2,50; 3,00;  0,00;-5,50; 0,00; 5,50;I would try Brand 3;I would try Brand 4; 1; 1; 2; 2;What I learned during the experiment;Not Demand Compliant;yes;5=I slightly resisted your attempts to influence how I felt;no;NA; 0,79139812;Learning_Inconsistent_First;-0,79139812; 0,79139812
      123;38;F;Implicits First;Pass;CC;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good; 0; 0; 0; 0; 1; 1; 1; 1; 0; 0; 0; 0;-1; 0; 0; 0; 0,00; 0,00; 1,00;-0,25;  0,00; 1,25; 0,00;-1,25;I would try Brand 3;I would try Brand 2;-3;-3;-3;-3;What I learned during the experiment;Not Demand Compliant;yes;6;no;NA; 0,36962602;Learning_Consistent_First; 0,36962602;-0,36962602
      125;37;F;Explicits First;Pass;CC;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good; 0;-1;-1;-1; 0; 0; 0; 0; 1; 1; 2; 1; 0; 0; 0; 0;-0,75; 1,25; 0,00; 0,00; -2,00; 0,00; 2,00; 0,00;I would try Brands 1 and 3;I would try Brand 4; 5; 5; 5; 5;What I learned during the experiment;Not Demand Compliant;no;NA;yes;7; 0,08975168;Learning_Consistent_First; 0,08975168;-0,08975168
      126;26;No Gender Info Provided;Explicits First;Pass;CC;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good;-5;-3;-5;-3;-3;-3;-3;-4; 0; 0; 3; 3; 3; 0; 1; 3;-4,00; 1,50;-3,25; 1,75; -5,50;-5,00; 5,50; 5,00;I would try neither Brand;I would try Brand 4;-5;-5; 0; 0;I based my ratings on some some factor that was not what I learned or what the experimenter wanted me to do;Not Demand Compliant;yes;5=I slightly resisted your attempts to influence how I felt;no;NA; 0,27337680;Learning_Inconsistent_First;-0,27337680; 0,27337680
      127;34;M;Implicits First;Pass;CC;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good;-1;-1;-1;-1; 0; 0; 0; 0; 0; 0; 0; 0;-1;-1;-1;-1;-1,00; 0,00; 0,00;-1,00; -1,00; 1,00; 1,00;-1,00;I would try Brand 3;I would try Brand 2; 0; 0; 0; 0;What I learned during the experiment;Not Demand Compliant;yes;5=I slightly resisted your attempts to influence how I felt;no;NA; 0,41227943;Learning_Consistent_First; 0,41227943;-0,41227943
      130;21;F;Explicits First;Pass;AQ;Outcome_1_Target_1_Good_Outcome_2_Target_2_Bad; 0; 0; 0; 0; 0; 0; 0; 0; 0;-1; 0; 0; 0; 0; 0; 0; 0,00;-0,25; 0,00; 0,00;  0,25; 0,00; 0,25; 0,00;I would try Brand 1;I would try Brand 4; 1; 1; 1; 1;What I learned during the experiment;Not Demand Compliant;yes;2;yes;5=I moderately believed it;-0,35031534;Learning_Inconsistent_First; 0,35031534; 0,35031534
      131;37;F;Implicits First;Pass;AQ;Outcome_1_Target_1_Good_Outcome_2_Target_2_Bad; 0; 0; 0; 0; 0; 0;-1;-1; 0; 0; 0; 0; 1; 1; 1; 1; 0,00; 0,00;-0,50; 1,00;  0,00;-1,50; 0,00;-1,50;I would try Brands 1 and 3;I would try Brands 2 and 4; 0;-1; 0; 1;I don't know why I evaluated the items as I did;Not Demand Compliant;no;NA;yes;6;-0,28474587;Learning_Consistent_First;-0,28474587;-0,28474587
      132;29;F;Implicits First;Pass;AQ;Outcome_1_Target_1_Good_Outcome_2_Target_2_Bad; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0,00; 0,00; 0,00; 0,00;  0,00; 0,00; 0,00; 0,00;I don't know;I don't know; 0; 0; 0; 0;What I learned during the experiment;Not Demand Compliant;yes;1=I did not resist your attempts to influence how I felt at all;no;NA;-0,88179265;Learning_Inconsistent_First; 0,88179265; 0,88179265
      133;30;F;Explicits First;Pass;AQ;Outcome_1_Target_1_Good_Outcome_2_Target_2_Bad; 0; 1; 1; 1;-1;-1;-1;-1; 1; 1; 1; 1; 0; 1; 1; 1; 0,75; 1,00;-1,00; 0,75; -0,25;-1,75;-0,25;-1,75;I would try Brands 1 and 3;I would try Brands 2 and 4; 0; 1;-2;-1;I based my ratings on some some factor that was not what I learned or what the experimenter wanted me to do;Not Demand Compliant;yes;2;no;NA; 0,37303962;Learning_Consistent_First; 0,37303962; 0,37303962
      136;34;F;Implicits First;Fail;AQ;Outcome_1_Target_1_Good_Outcome_2_Target_2_Bad; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0,00; 0,00; 0,00; 0,00;  0,00; 0,00; 0,00; 0,00;I would try neither Brand;I would try Brand 4; 5; 5; 5; 5;I based my ratings on some some factor that was not what I learned or what the experimenter wanted me to do;Not Demand Compliant;yes;1=I did not resist your attempts to influence how I felt at all;no;NA; 0,46718096;Learning_Inconsistent_First;-0,46718096;-0,46718096
      137;36;F;Explicits First;Pass;CC;Outcome_1_Target_1_Good_Outcome_2_Target_2_Bad; 3; 4; 4; 4; 0; 0;-3; 0;-3;-4;-4;-5; 0; 0; 0; 0; 3,75;-4,00;-0,75; 0,00;  7,75;-0,75; 7,75;-0,75;I would try Brand 1;I would try Brands 2 and 4; 4; 2; 4; 0;What I learned during the experiment;Not Demand Compliant;yes;5=I slightly resisted your attempts to influence how I felt;no;NA; 0,91121175;Learning_Consistent_First; 0,91121175; 0,91121175
      141;37;M;Explicits First;Pass;CC;Outcome_1_Target_1_Good_Outcome_2_Target_2_Bad; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0,00; 0,00; 0,00; 0,00;  0,00; 0,00; 0,00; 0,00;I would try Brands 1 and 3;I would try Brands 2 and 4; 5; 5; 5; 0;I based my ratings on some some factor that was not what I learned or what the experimenter wanted me to do;Not Demand Compliant;yes;1=I did not resist your attempts to influence how I felt at all;no;NA; 0,04787246;Learning_Consistent_First; 0,04787246; 0,04787246
      143;37;M;Implicits First;Pass;CC;Outcome_1_Target_1_Good_Outcome_2_Target_2_Bad; 1; 1; 1; 1; 1; 1; 1; 1; 0; 0; 0; 0; 0; 0; 0; 0; 1,00; 0,00; 1,00; 0,00;  1,00; 1,00; 1,00; 1,00;I would try neither Brand;I would try neither Brand; 1; 1; 0; 0;I don't know why I evaluated the items as I did;Not Demand Compliant;yes;2;no;NA; 0,31662304;Learning_Consistent_First; 0,31662304; 0,31662304
      148;30;F;Implicits First;Pass;AQ;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good;-5;-5;-5;-5;-3;-5;-4;-4; 5; 5; 5; 5; 5; 5; 5; 5;-5,00; 5,00;-4,00; 5,00;-10,00;-9,00;10,00; 9,00;I would try neither Brand;I would try Brand 4; 5; 5; 5; 5;What I learned during the experiment;Not Demand Compliant;yes;5=I slightly resisted your attempts to influence how I felt;yes;5=I moderately believed it; 0,44062414;Learning_Inconsistent_First;-0,44062414; 0,44062414
      149;29;F;Explicits First;Pass;AQ;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good; 0; 0; 0; 0; 0; 0; 0; 0; 1; 1; 1; 4; 0; 0; 0; 0; 0,00; 1,75; 0,00; 0,00; -1,75; 0,00; 1,75; 0,00;I would try Brands 1 and 3;I would try Brands 2 and 4; 3; 3; 3; 3;I based my ratings on some some factor that was not what I learned or what the experimenter wanted me to do;Not Demand Compliant;yes;5=I slightly resisted your attempts to influence how I felt;no;NA;-0,19934202;Learning_Consistent_First;-0,19934202; 0,19934202
      151;36;F;Implicits First;Pass;AQ;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good;-2;-2;-1;-2;-2;-2;-2;-1; 1; 2; 1; 2; 2; 2; 2; 1;-1,75; 1,50;-1,75; 1,75; -3,25;-3,50; 3,25; 3,50;I would try Brand 3;I would try Brand 4; 1; 1; 1; 1;What I learned during the experiment;Not Demand Compliant;yes;1=I did not resist your attempts to influence how I felt at all;no;NA; 0,34070197;Learning_Consistent_First; 0,34070197;-0,34070197
      152;26;M;Implicits First;Fail;AQ;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good; 1; 1; 1; 1; 2; 3; 2; 2;-1;-2;-2;-1;-2;-1;-1;-1; 1,00;-1,50; 2,25;-1,25;  2,50; 3,50;-2,50;-3,50;I would try Brand 1;I would try Brand 2; 3; 5; 2; 4;What I learned during the experiment;Not Demand Compliant;yes;4;yes;6;-0,69073690;Learning_Inconsistent_First; 0,69073690;-0,69073690
      153;30;F;Explicits First;Pass;CC;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good;-4;-4;-4;-4; 3; 3; 3; 3; 3; 3; 3; 3; 0; 0; 0; 0;-4,00; 3,00; 3,00; 0,00; -7,00; 3,00; 7,00;-3,00;I would try Brand 3;I would try Brand 2; 4; 4; 4; 5;What I learned during the experiment;Not Demand Compliant;yes;1=I did not resist your attempts to influence how I felt at all;no;NA; 0,41589081;Learning_Consistent_First; 0,41589081;-0,41589081
      154;33;F;Explicits First;Pass;CC;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good;-4;-4;-4;-4; 2; 1;-2; 4; 4; 4; 5; 5;-2; 3; 1; 3;-4,00; 4,50; 1,25; 1,25; -8,50; 0,00; 8,50; 0,00;I would try Brand 3;I would try Brand 2; 5; 4; 5; 3;What I learned during the experiment;Not Demand Compliant;yes;1=I did not resist your attempts to influence how I felt at all;no;NA;-0,02034954;Learning_Inconsistent_First; 0,02034954;-0,02034954
      157;28;M;Explicits First;Pass;CC;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good; 0;-1;-1; 0; 0; 2; 1; 1; 1;-1; 3; 0; 0; 0; 0; 0;-0,50; 0,75; 1,00; 0,00; -1,25; 1,00; 1,25;-1,00;I would try Brand 3;I would try Brands 2 and 4;-2; 0;-1;-1;I don't know why I evaluated the items as I did;Not Demand Compliant;yes;4;no;NA; 0,34816804;Learning_Consistent_First; 0,34816804;-0,34816804
      160;22;M;Implicits First;Pass;CC;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good;-4;-4;-5;-5;-5;-4;-5;-4; 5; 4; 5; 5; 5; 5; 5; 5;-4,50; 4,75;-4,50; 5,00; -9,25;-9,50; 9,25; 9,50;I would try Brand 3;I would try Brand 4; 4; 4; 3; 3;What I learned during the experiment;Not Demand Compliant;no;NA;no;NA; 0,22574849;Learning_Inconsistent_First;-0,22574849; 0,22574849
      163;23;F;Implicits First;Pass;AQ;Outcome_1_Target_1_Good_Outcome_2_Target_2_Bad; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0,00; 0,00; 0,00; 0,00;  0,00; 0,00; 0,00; 0,00;I would try Brands 1 and 3;I would try Brands 2 and 4; 0; 0; 0; 0;I based my ratings on some some factor that was not what I learned or what the experimenter wanted me to do;Not Demand Compliant;yes;1=I did not resist your attempts to influence how I felt at all;yes;6; 0,64710133;Learning_Consistent_First; 0,64710133; 0,64710133
      164;27;M;Implicits First;Pass;AQ;Outcome_1_Target_1_Good_Outcome_2_Target_2_Bad;-1;-1;-1;-1; 0; 0; 0; 0; 2; 2; 2; 2; 2; 2; 1; 2;-1,00; 2,00; 0,00; 1,75; -3,00;-1,75;-3,00;-1,75;I would try Brands 1 and 3;I would try Brands 2 and 4; 0; 0; 2; 1;What I learned during the experiment;Not Demand Compliant;yes;5=I slightly resisted your attempts to influence how I felt;yes;2;-0,32253213;Learning_Inconsistent_First; 0,32253213; 0,32253213
 52162361;24;F;Explicits First;Pass;CC;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good;-2;-2;-1;-1;-2;-2;-2;-1;-2;-2;-2;-2;-1;-2;-1;-2;-1,50;-2,00;-1,75;-1,50;  0,50;-0,25;-0,50; 0,25;I would try neither Brand;I would try Brand 4;-2;-2;-2;-2;I don't know why I evaluated the items as I did;Not Demand Compliant;yes;5=I slightly resisted your attempts to influence how I felt;no;NA; 0,01747169;Learning_Consistent_First; 0,01747169;-0,01747169
343483196;18;F;Implicits First;Pass;CC;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good;-4;-4;-4;-4; 1; 2; 2; 1; 4; 4; 4; 4;-2;-2;-2;-2;-4,00; 4,00; 1,50;-2,00; -8,00; 3,50; 8,00;-3,50;I would try Brand 3;I would try Brands 2 and 4; 0;-1; 0;-1;I based my ratings on some some factor that was not what I learned or what the experimenter wanted me to do;Not Demand Compliant;yes;1=I did not resist your attempts to influence how I felt at all;no;NA;-0,15684390;Learning_Inconsistent_First; 0,15684390;-0,15684390
459244001;26;F;Explicits First;Pass;AQ;Outcome_1_Target_1_Good_Outcome_2_Target_2_Bad; 5; 5; 4; 5; 5; 5; 5; 5;-5;-5;-5;-5;-4;-4;-3;-5; 4,75;-5,00; 5,00;-4,00;  9,75; 9,00; 9,75; 9,00;I would try Brand 1;I would try Brand 2; 5; 5; 5; 5;What I learned during the experiment;Not Demand Compliant;yes;1=I did not resist your attempts to influence how I felt at all;no;NA; 0,83973057;Learning_Consistent_First; 0,83973057; 0,83973057
514757468;25;M;Implicits First;Pass;CC;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good; 0; 0; 1; 1; 1; 1; 1; 0;-3; 0; 0; 0; 0; 1;-1; 1; 0,50;-0,75; 0,75; 0,25;  1,25; 0,50;-1,25;-0,50;I would try Brand 3;I would try Brand 4; 1;-1;-1; 2;What I thought the experimenter wanted me to say;Demand Compliant;no;NA;no;NA; 0,27417754;Learning_Inconsistent_First;-0,27417754; 0,27417754
547854617;39;F;Explicits First;Pass;CC;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good;-2; 0;-1;-1; 0; 0; 1; 0; 1; 1; 1; 0;-1; 0; 0;-1;-1,00; 0,75; 0,25;-0,50; -1,75; 0,75; 1,75;-0,75;I would try Brand 3;I don't know;-2;-5; 1;-1;What I learned during the experiment;Not Demand Compliant;yes;2;no;NA;-0,02599598;Learning_Consistent_First;-0,02599598; 0,02599598
617687584;34;F;Implicits First;Pass;CC;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0,00; 0,00; 0,00; 0,00;  0,00; 0,00; 0,00; 0,00;I would try neither Brand;I would try neither Brand; 0; 0; 0; 0;What I learned during the experiment;Not Demand Compliant;no;NA;no;NA; 0,26304451;Learning_Inconsistent_First;-0,26304451; 0,26304451
800342016;33;F;Implicits First;Pass;CC;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good;-4;-4;-4;-4; 4; 3; 4; 3; 5; 5; 5; 4;-5;-5;-3;-2;-4,00; 4,75; 3,50;-3,75; -8,75; 7,25; 8,75;-7,25;I would try Brand 3;I would try Brand 2; 5; 2; 5;-2;What I learned during the experiment;Not Demand Compliant;yes;3;yes;5=I moderately believed it; 0,24174687;Learning_Inconsistent_First;-0,24174687; 0,24174687
950704713;32;F;Explicits First;Pass;CC;Outcome_1_Target_1_Good_Outcome_2_Target_2_Bad; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0,00; 0,00; 0,00; 0,00;  0,00; 0,00; 0,00; 0,00;I would try Brand 1;I would try Brand 4; 0; 1; 0; 0;What I learned during the experiment;Not Demand Compliant;yes;5=I slightly resisted your attempts to influence how I felt;yes;5=I moderately believed it; 0,43178683;Learning_Consistent_First; 0,43178683; 0,43178683
992945207;31;F;Implicits First;Pass;AQ;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good; 2; 2; 2; 2;-2; 2; 2;-2; 2; 2; 2;-2; 1; 2; 2; 2; 2,00; 1,00; 0,00; 1,75;  1,00;-1,75;-1,00; 1,75;I would try Brands 1 and 3;I would try Brands 2 and 4; 1; 1; 1; 2;I don't know why I evaluated the items as I did;Not Demand Compliant;yes;7;no;NA; 0,37152475;Learning_Consistent_First; 0,37152475;-0,37152475
